홍수사상번호,연,월,일,시간,유입량,유역평균강수,강우(A지역),강우(B지역),강우(C지역),강우(D지역),수위(E지역),수위(D지역)
2,2006,7,29,18,5172.4,186.8,183.0,128.0,158.0,194.0,9.0,136.1
2,2006,7,29,19,4764.6,186.9,183.0,128.0,159.0,193.0,8.8,136.3
2,2006,7,29,20,4406.1,186.9,183.0,128.0,160.0,193.0,8.5,136.6
2,2006,7,29,21,4087.2,186.9,183.0,128.0,160.0,192.0,8.2,136.8
2,2006,7,29,22,3793.2,186.8,183.0,128.0,149.0,190.0,8.0,137.1
2,2006,7,29,23,3537.0,186.1,182.0,127.0,132.0,189.0,7.8,137.3
2,2006,7,29,24,3332.0,185.5,181.0,127.0,126.0,166.0,7.5,137.6
2,2006,7,30,1,3163.3,185.0,181.0,127.0,120.0,148.0,7.3,137.8
2,2006,7,30,2,3011.0,184.2,177.0,122.0,112.0,136.0,7.1,138.1
2,2006,7,30,3,2860.8,183.6,175.0,118.0,100.0,131.0,6.9,138.3
3,2007,8,3,17,221.1,11.4,6.0,6.0,0.0,1.0,2.6,129.4
3,2007,8,3,18,210.0,11.4,6.0,6.0,0.0,1.0,2.6,129.4
3,2007,8,3,19,200.3,12.1,6.0,6.0,0.0,1.0,2.6,129.4
3,2007,8,3,20,192.4,12.2,6.0,6.0,0.0,0.0,2.6,129.4
3,2007,8,3,21,185.4,12.5,6.0,6.0,1.0,0.0,2.6,129.4
3,2007,8,3,22,178.6,12.8,6.0,6.0,1.0,0.0,2.6,129.4
3,2007,8,3,23,171.9,12.8,6.0,6.0,1.0,0.0,2.6,129.4
3,2007,8,3,24,165.3,13.6,6.0,7.0,1.0,0.0,2.6,129.4
3,2007,8,4,1,159.2,15.1,6.0,7.0,1.0,0.0,2.6,129.4
3,2007,8,4,2,153.8,16.1,7.0,7.0,1.0,0.0,2.6,129.4
3,2007,8,4,3,149.9,16.8,20.0,5.0,1.0,0.0,2.6,129.4
3,2007,8,4,4,148.1,16.8,20.0,5.0,1.0,0.0,2.6,129.4
3,2007,8,4,5,149.5,16.6,20.0,2.0,1.0,0.0,2.5,129.4
3,2007,8,4,6,155.7,16.2,20.0,2.0,1.0,0.0,2.5,129.4
3,2007,8,4,7,168.1,14.1,20.0,1.0,1.0,0.0,2.5,129.4
3,2007,8,4,8,189.4,11.6,20.0,1.0,1.0,0.0,2.5,129.4
3,2007,8,4,9,221.5,10.6,18.0,1.0,1.0,3.0,2.5,129.4
3,2007,8,4,10,262.3,10.3,17.0,1.0,1.0,3.0,2.5,129.4
3,2007,8,4,11,309.4,9.8,18.0,1.0,1.0,3.0,2.5,129.4
3,2007,8,4,12,361.3,12.5,21.0,11.0,1.0,3.0,2.5,129.4
3,2007,8,4,13,416.9,18.3,26.0,11.0,1.0,3.0,2.5,129.4
3,2007,8,4,14,474.3,22.8,35.0,15.0,1.0,17.0,2.5,129.4
3,2007,8,4,15,532.3,27.7,39.0,26.0,1.0,26.0,2.5,129.4
3,2007,8,4,16,593.3,34.0,44.0,31.0,1.0,26.0,2.6,129.4
3,2007,8,4,17,659.6,43.3,55.0,32.0,3.0,39.0,2.6,129.4
3,2007,8,4,18,731.8,45.7,64.0,32.0,11.0,46.0,2.7,129.5
3,2007,8,4,19,809.4,46.3,67.0,32.0,33.0,47.0,2.7,129.5
3,2007,8,4,20,892.0,47.3,68.0,32.0,35.0,48.0,2.9,129.5
3,2007,8,4,21,979.4,48.1,71.0,33.0,35.0,48.0,3.2,129.5
3,2007,8,4,22,1074.7,49.6,71.0,33.0,35.0,48.0,3.8,129.5
3,2007,8,4,23,1180.9,50.7,73.0,35.0,41.0,49.0,4.2,129.6
3,2007,8,4,24,1298.8,53.2,73.0,38.0,43.0,51.0,4.4,129.6
3,2007,8,5,1,1429.3,56.5,73.0,39.0,45.0,56.0,4.6,129.6
3,2007,8,5,2,1575.6,59.1,73.0,39.0,79.0,65.0,4.7,129.6
3,2007,8,5,3,1741.6,60.2,73.0,43.0,90.0,69.0,4.8,129.6
3,2007,8,5,4,1930.2,60.6,73.0,44.0,91.0,70.0,4.9,129.6
3,2007,8,5,5,2143.0,62.5,73.0,53.0,91.0,72.0,5.1,129.7
3,2007,8,5,6,2375.8,64.5,75.0,57.0,92.0,78.0,5.2,129.7
3,2007,8,5,7,2622.0,70.0,76.0,58.0,92.0,79.0,5.3,129.7
3,2007,8,5,8,2869.6,75.9,77.0,60.0,92.0,89.0,5.7,129.8
3,2007,8,5,9,3105.0,82.5,77.0,62.0,92.0,146.0,6.3,129.8
3,2007,8,5,10,3312.8,87.7,78.0,68.0,94.0,186.0,7.0,129.9
3,2007,8,5,11,3478.2,93.5,78.0,70.0,95.0,204.0,7.7,130.0
3,2007,8,5,12,3592.3,97.8,78.0,70.0,95.0,216.0,8.1,130.0
3,2007,8,5,13,3648.2,99.5,79.0,70.0,96.0,218.0,8.3,130.1
3,2007,8,5,14,3645.1,99.7,80.0,70.0,97.0,219.0,8.4,130.2
3,2007,8,5,15,3588.4,99.7,80.0,70.0,99.0,219.0,8.3,130.3
3,2007,8,5,16,3485.1,99.7,80.0,70.0,99.0,219.0,8.1,130.4
3,2007,8,5,17,3344.7,99.7,80.0,70.0,99.0,219.0,7.9,130.5
3,2007,8,5,18,3177.2,99.7,80.0,70.0,99.0,219.0,7.7,130.6
3,2007,8,5,19,2993.6,99.7,80.0,70.0,99.0,219.0,7.4,130.8
3,2007,8,5,20,2804.2,99.7,80.0,70.0,99.0,219.0,7.2,130.9
3,2007,8,5,21,2616.8,99.7,80.0,70.0,99.0,219.0,6.9,131.0
3,2007,8,5,22,2438.3,99.8,80.0,70.0,99.0,219.0,6.7,131.2
3,2007,8,5,23,2273.4,100.1,80.0,76.0,99.0,219.0,6.5,131.3
3,2007,8,5,24,2126.6,100.7,80.0,77.0,102.0,219.0,6.4,131.5
3,2007,8,6,1,1999.8,101.9,81.0,77.0,106.0,220.0,6.2,131.6
3,2007,8,6,2,1894.8,102.2,81.0,77.0,106.0,220.0,6.1,131.8
3,2007,8,6,3,1812.9,102.2,81.0,77.0,106.0,217.0,5.9,131.9
3,2007,8,6,4,1755.1,102.2,81.0,77.0,106.0,217.0,5.8,132.0
3,2007,8,6,5,1722.4,101.5,81.0,77.0,106.0,217.0,5.7,132.2
3,2007,8,6,6,1715.2,101.4,81.0,77.0,106.0,217.0,5.5,132.3
3,2007,8,6,7,1732.7,101.1,81.0,77.0,107.0,217.0,5.5,132.4
3,2007,8,6,8,1773.7,102.0,81.0,76.0,105.0,203.0,5.4,132.5
3,2007,8,6,9,1836.8,104.5,81.0,77.0,97.0,194.0,5.4,132.6
3,2007,8,6,10,1918.9,106.3,81.0,77.0,82.0,195.0,5.3,132.7
3,2007,8,6,11,2012.5,107.9,80.0,77.0,80.0,184.0,5.3,132.8
3,2007,8,6,12,2108.8,109.0,64.0,79.0,81.0,181.0,5.5,132.8
3,2007,8,6,13,2200.3,113.5,65.0,84.0,81.0,180.0,5.8,132.9
3,2007,8,6,14,2279.7,118.9,65.0,88.0,78.0,188.0,6.0,133.0
3,2007,8,6,15,2340.5,122.5,68.0,89.0,80.0,212.0,6.3,133.1
3,2007,8,6,16,2377.1,124.3,72.0,89.0,78.0,227.0,6.6,133.1
3,2007,8,6,17,2386.8,124.4,72.0,89.0,44.0,235.0,6.8,133.2
3,2007,8,6,18,2368.9,124.2,72.0,89.0,33.0,233.0,6.7,133.3
3,2007,8,6,19,2327.1,123.8,72.0,89.0,32.0,228.0,6.6,133.3
3,2007,8,6,20,2265.7,123.3,71.0,79.0,32.0,219.0,6.5,133.4
3,2007,8,6,21,2188.7,121.0,68.0,79.0,32.0,215.0,6.4,133.5
3,2007,8,6,22,2100.0,117.8,63.0,75.0,32.0,214.0,6.3,133.5
3,2007,8,6,23,2003.8,112.0,54.0,64.0,32.0,212.0,6.1,133.6
3,2007,8,6,24,1904.1,107.3,50.0,59.0,32.0,206.0,6.0,133.7
3,2007,8,7,1,1803.7,102.4,45.0,58.0,30.0,205.0,5.9,133.8
4,2007,9,14,15,161.8,0.0,0.0,0.0,0.0,0.0,2.5,140.3
4,2007,9,14,16,157.8,0.0,0.0,0.0,0.0,0.0,2.5,140.3
4,2007,9,14,17,162.3,0.6,0.0,2.0,0.0,0.0,2.5,140.3
4,2007,9,14,18,177.4,2.0,0.0,7.0,0.0,3.0,2.5,140.3
4,2007,9,14,19,199.5,4.6,1.0,11.0,1.0,3.0,2.5,140.3
4,2007,9,14,20,227.2,8.0,9.0,15.0,1.0,4.0,2.5,140.2
4,2007,9,14,21,270.8,10.0,10.0,17.0,2.0,8.0,2.5,140.2
4,2007,9,14,22,343.7,11.9,12.0,19.0,3.0,9.0,2.5,140.2
4,2007,9,14,23,457.3,13.7,14.0,23.0,3.0,10.0,2.5,140.2
4,2007,9,14,24,605.2,16.3,16.0,30.0,3.0,11.0,2.5,140.2
4,2007,9,15,1,776.1,22.6,19.0,34.0,3.0,14.0,2.5,140.1
4,2007,9,15,2,955.4,30.7,23.0,38.0,5.0,20.0,2.5,140.1
4,2007,9,15,3,1131.4,37.0,33.0,40.0,14.0,30.0,2.6,140.1
4,2007,9,15,4,1307.0,44.0,43.0,63.0,17.0,35.0,2.6,140.1
4,2007,9,15,5,1487.5,56.2,51.0,80.0,22.0,39.0,2.7,140.1
4,2007,9,15,6,1677.5,69.2,80.0,100.0,25.0,56.0,2.8,140.1
4,2007,9,15,7,1894.3,82.7,86.0,112.0,38.0,63.0,3.0,140.0
4,2007,9,15,8,2155.0,92.6,93.0,116.0,57.0,94.0,3.3,140.0
4,2007,9,15,9,2462.2,100.1,100.0,116.0,80.0,102.0,3.9,140.0
4,2007,9,15,10,2816.8,104.3,107.0,116.0,89.0,110.0,4.6,140.0
4,2007,9,15,11,3217.3,105.8,115.0,116.0,97.0,115.0,5.2,140.0
4,2007,9,15,12,3628.4,108.1,117.0,116.0,98.0,116.0,6.0,140.1
4,2007,9,15,13,4006.2,108.7,125.0,116.0,98.0,116.0,7.4,140.1
4,2007,9,15,14,4307.4,109.0,125.0,116.0,98.0,116.0,8.3,140.1
4,2007,9,15,15,4497.3,109.1,126.0,116.0,98.0,116.0,8.7,140.1
4,2007,9,15,16,4575.6,109.3,127.0,116.0,98.0,116.0,8.8,140.1
4,2007,9,15,17,4550.7,109.3,127.0,116.0,98.0,116.0,8.9,140.2
4,2007,9,15,18,4436.5,109.3,127.0,116.0,98.0,116.0,8.8,140.2
4,2007,9,15,19,4258.6,109.3,127.0,116.0,98.0,116.0,8.6,140.3
4,2007,9,15,20,4043.8,109.3,127.0,116.0,98.0,116.0,8.4,140.3
4,2007,9,15,21,3810.9,109.3,127.0,116.0,98.0,116.0,8.2,140.4
4,2007,9,15,22,3577.5,109.3,127.0,116.0,98.0,116.0,7.9,140.5
4,2007,9,15,23,3363.0,109.3,127.0,116.0,98.0,116.0,7.7,140.6
4,2007,9,15,24,3171.9,109.3,127.0,116.0,98.0,116.0,7.5,140.7
5,2008,7,23,21,251.5,1.8,0.0,0.0,1.0,0.0,2.5,121.5
5,2008,7,23,22,148.6,1.7,0.0,0.0,1.0,0.0,2.5,121.5
5,2008,7,23,23,100.9,1.7,0.0,1.0,1.0,0.0,2.5,121.5
5,2008,7,23,24,108.5,2.2,0.0,1.0,1.0,0.0,2.4,121.5
5,2008,7,24,1,147.5,2.5,1.0,1.0,2.0,0.0,2.4,121.5
5,2008,7,24,2,180.4,2.5,1.0,1.0,2.0,0.0,2.4,121.5
5,2008,7,24,3,178.8,2.6,1.0,1.0,2.0,0.0,2.4,121.5
5,2008,7,24,4,166.2,2.7,1.0,1.0,2.0,0.0,2.4,121.5
5,2008,7,24,5,168.9,2.8,1.0,2.0,3.0,0.0,2.4,121.5
5,2008,7,24,6,173.5,3.1,1.0,2.0,3.0,0.0,2.4,121.5
5,2008,7,24,7,162.1,4.4,1.0,3.0,3.0,0.0,2.4,121.5
5,2008,7,24,8,138.9,7.5,9.0,5.0,3.0,0.0,2.4,121.5
5,2008,7,24,9,112.9,10.2,23.0,10.0,3.0,0.0,2.4,121.5
5,2008,7,24,10,90.1,14.8,32.0,13.0,3.0,0.0,2.4,121.5
5,2008,7,24,11,78.6,20.5,54.0,19.0,3.0,0.0,2.4,121.5
5,2008,7,24,12,97.3,26.1,77.0,26.0,2.0,4.0,2.4,121.5
5,2008,7,24,13,157.1,31.8,96.0,28.0,2.0,10.0,2.4,121.5
5,2008,7,24,14,225.9,37.6,117.0,29.0,2.0,13.0,2.4,121.5
5,2008,7,24,15,271.2,43.0,128.0,30.0,2.0,15.0,2.4,121.5
5,2008,7,24,16,301.7,46.6,139.0,30.0,2.0,15.0,2.4,121.5
5,2008,7,24,17,343.8,48.0,168.0,30.0,2.0,15.0,2.4,121.5
5,2008,7,24,18,450.8,48.7,170.0,32.0,2.0,16.0,2.4,121.5
5,2008,7,24,19,680.2,49.4,171.0,41.0,2.0,16.0,2.4,121.5
5,2008,7,24,20,1077.8,56.5,172.0,59.0,2.0,16.0,2.4,121.5
5,2008,7,24,21,1694.4,68.8,179.0,80.0,2.0,19.0,2.5,121.5
5,2008,7,24,22,2612.4,76.5,181.0,84.0,11.0,69.0,4.6,121.5
5,2008,7,24,23,3825.5,84.7,189.0,123.0,14.0,76.0,5.5,121.5
5,2008,7,24,24,4942.4,95.0,214.0,140.0,14.0,82.0,5.8,121.5
5,2008,7,25,1,5605.4,106.2,219.0,149.0,14.0,85.0,6.1,121.5
5,2008,7,25,2,5977.0,117.8,224.0,149.0,25.0,96.0,6.4,121.5
5,2008,7,25,3,6321.9,128.2,235.0,150.0,35.0,96.0,6.7,121.5
5,2008,7,25,4,6792.5,130.6,235.0,156.0,59.0,98.0,7.0,121.5
5,2008,7,25,5,7455.9,134.6,236.0,169.0,81.0,100.0,7.3,121.5
5,2008,7,25,6,8148.2,143.1,242.0,170.0,86.0,108.0,7.6,121.5
5,2008,7,25,7,8668.5,148.5,250.0,171.0,94.0,117.0,7.9,121.5
5,2008,7,25,8,8897.4,150.5,252.0,173.0,100.0,119.0,8.2,121.5
5,2008,7,25,9,8786.5,152.9,252.0,175.0,104.0,119.0,8.5,121.5
5,2008,7,25,10,8490.9,163.1,254.0,193.0,104.0,119.0,8.8,121.5
5,2008,7,25,11,8180.0,176.7,266.0,201.0,110.0,144.0,9.1,121.5
5,2008,7,25,12,7878.5,186.0,268.0,205.0,139.0,174.0,9.6,121.5
5,2008,7,25,13,7572.8,189.3,274.0,208.0,156.0,177.0,10.2,121.5
5,2008,7,25,14,7241.3,190.8,274.0,208.0,159.0,177.0,10.8,121.5
5,2008,7,25,15,6873.5,191.1,274.0,208.0,159.0,177.0,10.7,121.5
5,2008,7,25,16,6513.1,191.1,275.0,208.0,158.0,177.0,10.5,121.5
5,2008,7,25,17,6205.8,191.1,275.0,208.0,158.0,177.0,10.3,121.5
5,2008,7,25,18,5952.7,191.2,275.0,208.0,158.0,177.0,10.2,121.5
5,2008,7,25,19,5731.7,191.4,275.0,208.0,158.0,177.0,10.0,121.5
5,2008,7,25,20,5472.0,191.5,275.0,208.0,157.0,177.0,9.8,121.5
5,2008,7,25,21,5117.5,191.6,275.0,208.0,157.0,177.0,9.5,121.5
5,2008,7,25,22,4718.9,191.6,275.0,208.0,157.0,177.0,9.2,121.5
5,2008,7,25,23,4343.3,191.6,275.0,213.0,157.0,177.0,9.0,121.5
5,2008,7,25,24,4017.1,191.7,275.0,215.0,157.0,177.0,8.7,121.5
5,2008,7,26,1,3746.8,192.4,275.0,215.0,157.0,177.0,8.4,121.5
5,2008,7,26,2,3500.0,192.7,275.0,220.0,157.0,177.0,8.1,121.5
5,2008,7,26,3,3245.0,192.8,275.0,220.0,157.0,177.0,7.9,121.5
5,2008,7,26,4,2992.9,193.6,275.0,220.0,157.0,177.0,7.6,121.5
5,2008,7,26,5,2763.4,194.0,275.0,220.0,157.0,177.0,7.4,121.5
5,2008,7,26,6,2567.4,194.1,275.0,220.0,157.0,173.0,7.2,121.5
5,2008,7,26,7,2410.2,194.2,275.0,219.0,157.0,167.0,7.0,121.5
5,2008,7,26,8,2281.6,194.2,275.0,219.0,157.0,164.0,6.8,121.5
5,2008,7,26,9,2171.4,194.1,275.0,219.0,157.0,162.0,6.7,121.5
5,2008,7,26,10,2083.3,193.5,274.0,219.0,157.0,162.0,6.5,121.5
5,2008,7,26,11,2019.3,193.2,274.0,219.0,157.0,162.0,6.4,121.5
5,2008,7,26,12,1958.7,193.2,274.0,219.0,157.0,161.0,6.2,121.5
5,2008,7,26,13,1880.1,193.1,274.0,218.0,148.0,161.0,6.1,121.5
5,2008,7,26,14,1781.0,193.1,274.0,218.0,145.0,161.0,6.0,121.5
5,2008,7,26,15,1669.8,193.0,274.0,217.0,145.0,158.0,5.9,121.5
5,2008,7,26,16,1579.7,192.9,274.0,215.0,145.0,108.0,5.8,121.5
5,2008,7,26,17,1543.5,191.9,266.0,210.0,134.0,101.0,5.7,121.5
5,2008,7,26,18,1565.6,189.2,252.0,208.0,124.0,95.0,5.6,121.5
5,2008,7,26,19,1627.8,187.1,244.0,203.0,100.0,92.0,5.5,121.5
5,2008,7,26,20,1648.4,183.1,222.0,196.0,79.0,82.0,5.5,121.5
5,2008,7,26,21,1561.6,177.8,199.0,195.0,74.0,82.0,5.4,121.5
5,2008,7,26,22,1426.9,172.3,181.0,194.0,66.0,80.0,5.3,121.5
5,2008,7,26,23,1318.0,166.6,160.0,193.0,60.0,78.0,5.2,121.5
5,2008,7,26,24,1241.7,160.9,149.0,193.0,56.0,70.0,5.2,121.5
5,2008,7,27,1,1189.2,155.5,138.0,193.0,56.0,61.0,5.1,121.5
5,2008,7,27,2,1158.2,151.8,109.0,191.0,50.0,59.0,5.0,121.5
5,2008,7,27,3,1140.2,150.5,107.0,182.0,21.0,59.0,5.0,121.5
5,2008,7,27,4,1096.3,149.9,106.0,164.0,4.0,59.0,4.9,121.5
5,2008,7,27,5,999.4,149.5,105.0,143.0,1.0,34.0,4.8,121.5
5,2008,7,27,6,900.2,142.6,98.0,139.0,1.0,4.0,4.7,121.5
5,2008,7,27,7,853.5,130.5,96.0,100.0,1.0,1.0,4.7,121.5
5,2008,7,27,8,852.9,122.8,88.0,84.0,1.0,1.0,4.6,121.5
5,2008,7,27,9,875.6,114.6,63.0,75.0,1.0,1.0,4.6,121.5
5,2008,7,27,10,894.4,104.4,58.0,75.0,1.0,1.0,4.5,121.5
5,2008,7,27,11,888.8,93.1,53.0,74.0,1.0,1.0,4.5,121.5
5,2008,7,27,12,868.8,81.5,42.0,68.0,1.0,1.0,4.5,121.5
5,2008,7,27,13,848.2,71.1,42.0,55.0,1.0,1.0,4.4,121.5
5,2008,7,27,14,825.9,68.0,41.0,54.0,1.0,1.0,4.4,121.5
5,2008,7,27,15,799.1,63.6,35.0,53.0,1.0,1.0,4.3,121.5
5,2008,7,27,16,775.2,54.9,27.0,51.0,1.0,1.0,4.3,121.5
5,2008,7,27,17,761.6,49.4,25.0,49.0,1.0,1.0,4.3,121.5
5,2008,7,27,18,756.5,47.4,25.0,31.0,1.0,1.0,4.2,121.5
6,2009,7,9,1,127.1,12.0,9.0,15.0,13.0,13.0,1.8,120.0
6,2009,7,9,2,139.2,12.0,9.0,15.0,12.0,13.0,1.8,120.0
6,2009,7,9,3,148.5,12.1,9.0,16.0,6.0,12.0,1.8,120.0
6,2009,7,9,4,156.2,12.2,9.0,16.0,3.0,10.0,1.8,120.0
6,2009,7,9,5,163.7,13.6,9.0,19.0,1.0,6.0,1.8,120.0
6,2009,7,9,6,173.9,17.5,10.0,21.0,1.0,5.0,1.8,120.0
6,2009,7,9,7,195.7,20.8,10.0,28.0,2.0,8.0,1.8,120.0
6,2009,7,9,8,233.6,24.4,10.0,36.0,14.0,14.0,1.8,120.0
6,2009,7,9,9,267.3,28.3,10.0,44.0,16.0,18.0,1.8,120.0
6,2009,7,9,10,280.6,34.7,12.0,53.0,22.0,23.0,1.9,120.0
6,2009,7,9,11,293.8,43.5,24.0,55.0,26.0,32.0,1.9,120.0
6,2009,7,9,12,320.2,49.6,35.0,64.0,29.0,43.0,2.0,120.0
6,2009,7,9,13,366.1,54.5,45.0,66.0,40.0,47.0,2.1,120.0
6,2009,7,9,14,425.3,63.4,52.0,69.0,41.0,49.0,2.2,120.0
6,2009,7,9,15,489.5,68.2,62.0,66.0,45.0,61.0,2.3,120.0
6,2009,7,9,16,555.0,71.3,68.0,64.0,51.0,64.0,2.3,120.0
6,2009,7,9,17,616.4,74.8,72.0,69.0,53.0,67.0,2.5,120.0
6,2009,7,9,18,662.1,81.7,79.0,89.0,54.0,67.0,2.6,120.0
6,2009,7,9,19,694.2,99.8,90.0,94.0,54.0,70.0,2.8,120.0
6,2009,7,9,20,721.7,102.9,110.0,93.0,56.0,82.0,2.9,120.0
6,2009,7,9,21,765.8,102.7,113.0,96.0,70.0,85.0,3.1,120.0
6,2009,7,9,22,850.6,101.9,119.0,99.0,73.0,86.0,3.3,120.0
6,2009,7,9,23,1000.5,102.6,121.0,100.0,74.0,86.0,3.5,120.0
6,2009,7,9,24,1236.3,103.3,122.0,100.0,75.0,86.0,3.7,120.0
6,2009,7,10,1,1564.7,103.3,123.0,101.0,76.0,86.0,4.0,120.0
6,2009,7,10,2,1978.5,103.4,123.0,101.0,76.0,86.0,5.3,120.0
6,2009,7,10,3,2423.8,103.5,123.0,101.0,76.0,86.0,8.0,120.0
6,2009,7,10,4,2809.4,103.5,123.0,101.0,76.0,86.0,8.4,120.0
6,2009,7,10,5,3054.8,103.4,123.0,101.0,76.0,86.0,8.3,120.0
6,2009,7,10,6,3150.1,103.4,123.0,101.0,76.0,86.0,8.0,120.1
6,2009,7,10,7,3108.7,103.4,123.0,101.0,76.0,86.0,7.7,120.1
6,2009,7,10,8,2967.1,103.4,123.0,101.0,76.0,86.0,7.3,120.1
6,2009,7,10,9,2762.5,103.4,123.0,101.0,76.0,86.0,7.0,120.2
6,2009,7,10,10,2519.3,103.4,123.0,101.0,76.0,86.0,6.8,120.3
6,2009,7,10,11,2277.4,103.4,123.0,101.0,76.0,86.0,6.5,120.4
6,2009,7,10,12,2073.3,103.4,123.0,101.0,76.0,86.0,6.3,120.5
6,2009,7,10,13,1908.3,103.4,123.0,101.0,76.0,86.0,6.1,120.6
6,2009,7,10,14,1774.9,103.5,123.0,101.0,76.0,86.0,5.9,120.7
6,2009,7,10,15,1664.1,103.5,123.0,101.0,76.0,86.0,5.8,120.9
6,2009,7,10,16,1567.8,103.5,123.0,101.0,76.0,86.0,5.6,121.0
6,2009,7,10,17,1483.7,103.5,123.0,101.0,76.0,86.0,5.5,121.1
6,2009,7,10,18,1409.5,103.5,123.0,101.0,76.0,86.0,5.3,121.3
6,2009,7,10,19,1341.1,103.5,123.0,101.0,76.0,86.0,5.2,121.4
6,2009,7,10,20,1280.8,103.5,123.0,101.0,75.0,86.0,5.1,121.6
6,2009,7,10,21,1230.6,103.5,123.0,101.0,75.0,86.0,5.0,121.7
6,2009,7,10,22,1182.5,103.5,123.0,101.0,74.0,86.0,4.9,121.9
7,2009,7,11,19,568.9,87.1,120.0,61.0,0.0,0.0,3.7,123.1
7,2009,7,11,20,553.6,80.7,108.0,52.0,0.0,0.0,3.6,123.1
7,2009,7,11,21,546.8,71.9,97.0,50.0,0.0,0.0,3.6,123.1
7,2009,7,11,22,544.9,65.9,87.0,47.0,0.0,0.0,3.6,123.1
7,2009,7,11,23,544.1,61.2,80.0,46.0,0.0,0.0,3.5,123.1
7,2009,7,11,24,547.0,52.6,70.0,46.0,1.0,0.0,3.5,123.1
7,2009,7,12,1,556.6,48.0,64.0,39.0,1.0,0.0,3.5,123.1
7,2009,7,12,2,572.2,45.7,61.0,17.0,1.0,1.0,3.5,123.1
7,2009,7,12,3,593.1,42.7,55.0,11.0,1.0,2.0,3.4,123.1
7,2009,7,12,4,622.8,36.1,44.0,14.0,3.0,3.0,3.4,123.1
7,2009,7,12,5,670.5,19.8,16.0,24.0,3.0,3.0,3.4,123.1
7,2009,7,12,6,744.5,19.3,14.0,35.0,5.0,10.0,3.4,123.2
7,2009,7,12,7,844.2,28.2,11.0,47.0,7.0,26.0,3.4,123.2
7,2009,7,12,8,968.4,38.8,16.0,58.0,20.0,41.0,3.5,123.2
7,2009,7,12,9,1120.4,51.4,32.0,68.0,30.0,49.0,3.5,123.2
7,2009,7,12,10,1312.9,61.2,58.0,78.0,34.0,63.0,3.6,123.2
7,2009,7,12,11,1589.9,69.3,81.0,87.0,39.0,72.0,3.8,123.2
7,2009,7,12,12,2001.5,79.9,101.0,89.0,40.0,74.0,4.2,123.2
7,2009,7,12,13,2583.2,88.9,114.0,91.0,41.0,84.0,4.7,123.2
7,2009,7,12,14,3341.9,95.5,134.0,94.0,47.0,88.0,5.3,123.2
7,2009,7,12,15,4262.3,102.7,154.0,95.0,49.0,89.0,6.6,123.2
7,2009,7,12,16,5268.6,109.6,167.0,97.0,50.0,94.0,7.7,123.2
7,2009,7,12,17,6271.3,112.5,180.0,117.0,54.0,98.0,9.0,123.2
7,2009,7,12,18,7189.6,121.3,200.0,123.0,55.0,98.0,10.0,123.3
7,2009,7,12,19,7952.1,132.6,201.0,126.0,56.0,111.0,10.8,123.3
7,2009,7,12,20,8516.0,139.3,209.0,126.0,90.0,121.0,11.6,123.4
7,2009,7,12,21,8846.9,142.6,212.0,126.0,107.0,124.0,12.1,123.5
7,2009,7,12,22,8923.7,143.0,212.0,126.0,113.0,125.0,12.2,123.6
7,2009,7,12,23,8767.4,143.1,212.0,126.0,117.0,125.0,12.2,123.8
7,2009,7,12,24,8414.8,143.3,212.0,126.0,117.0,125.0,11.9,124.0
7,2009,7,13,1,7923.3,143.3,212.0,126.0,117.0,125.0,11.5,124.2
7,2009,7,13,2,7352.3,143.3,212.0,126.0,117.0,125.0,11.2,124.4
7,2009,7,13,3,6746.2,143.3,212.0,126.0,117.0,125.0,10.8,124.7
7,2009,7,13,4,6141.6,143.3,212.0,126.0,117.0,125.0,10.4,125.0
7,2009,7,13,5,5558.0,143.4,212.0,126.0,117.0,125.0,9.9,125.3
7,2009,7,13,6,5012.1,143.4,212.0,126.0,117.0,125.0,9.5,125.7
7,2009,7,13,7,4523.1,143.4,212.0,126.0,117.0,125.0,9.2,126.0
7,2009,7,13,8,4101.1,143.4,212.0,126.0,117.0,125.0,8.8,126.4
7,2009,7,13,9,3750.2,143.4,212.0,126.0,117.0,125.0,8.5,126.8
7,2009,7,13,10,3459.8,143.4,212.0,126.0,117.0,125.0,8.2,127.2
7,2009,7,13,11,3217.4,143.4,212.0,126.0,117.0,125.0,7.9,127.6
7,2009,7,13,12,3016.7,143.4,212.0,126.0,117.0,125.0,7.6,128.0
7,2009,7,13,13,2852.3,143.4,212.0,126.0,117.0,125.0,7.3,128.3
7,2009,7,13,14,2715.2,143.4,212.0,126.0,117.0,125.0,7.1,128.7
7,2009,7,13,15,2596.6,143.4,212.0,126.0,116.0,125.0,6.9,129.0
7,2009,7,13,16,2491.3,143.4,212.0,126.0,116.0,125.0,6.7,129.3
7,2009,7,13,17,2394.7,143.4,212.0,126.0,116.0,125.0,6.5,129.6
7,2009,7,13,18,2302.6,143.4,212.0,126.0,116.0,125.0,6.3,129.9
7,2009,7,13,19,2214.0,143.4,212.0,126.0,114.0,125.0,6.2,130.1
7,2009,7,13,20,2128.6,143.4,212.0,126.0,114.0,124.0,6.0,130.3
7,2009,7,13,21,2045.9,143.4,212.0,126.0,112.0,123.0,5.9,130.5
8,2009,7,13,24,1794.0,143.4,212.0,126.0,87.0,115.0,5.6,130.9
8,2009,7,14,1,1717.1,143.4,212.0,126.0,83.0,99.0,5.4,130.9
8,2009,7,14,2,1655.3,143.5,212.0,126.0,78.0,84.0,5.3,131.0
