num,year,month,day,time,flow,mean_rain,rain_A,rain_B,rain_C,rain_D,waterLevel_E,waterLevel_D
19.0,2012.0,7.0,16.0,18.0,1291.812834,86.8171,79,108,68,101,4.8,130.0333333
19.0,2012.0,7.0,16.0,19.0,1210.803552,86.5893,79,108,64,100,4.72,130.1333333
19.0,2012.0,7.0,16.0,20.0,1134.768416,86.5369,79,108,54,100,4.64,130.2166667
19.0,2012.0,7.0,16.0,21.0,1067.982119,86.4227,79,108,49,99,4.57,130.3
19.0,2012.0,7.0,16.0,22.0,1013.862804,86.4227,79,108,35,96,4.5,130.3833333
19.0,2012.0,7.0,16.0,23.0,974.5046038,86.4227,79,108,32,95,4.43,130.4583333
19.0,2012.0,7.0,16.0,24.0,947.5621514,86.4227,79,108,26,86,4.36,130.5333333
19.0,2012.0,7.0,17.0,1.0,929.6042269,86.3195,79,108,22,76,4.3,130.6
19.0,2012.0,7.0,17.0,2.0,917.2956892,85.9834,79,108,9,63,4.23,130.6583333
20.0,2012.0,8.0,14.0,22.0,63.57928546,60.7854,50,62,11,30,1.97,130.0083333
20.0,2012.0,8.0,14.0,23.0,65.96683605,59.8524,50,62,11,22,1.96,129.975
20.0,2012.0,8.0,14.0,24.0,69.46720861,58.5964,50,62,10,12,1.95,129.95
20.0,2012.0,8.0,15.0,1.0,74.2087314,57.6765,36,63,10,7,1.94,129.9166667
20.0,2012.0,8.0,15.0,2.0,80.2773562,57.3368,35,63,3,7,1.94,129.8833333
20.0,2012.0,8.0,15.0,3.0,87.74844063,55.3172,36,63,0,7,1.93,129.85
20.0,2012.0,8.0,15.0,4.0,96.68538652,53.2685,30,63,0,6,1.92,129.8166667
20.0,2012.0,8.0,15.0,5.0,107.1037723,52.8,28,56,0,3,1.91,129.7833333
20.0,2012.0,8.0,15.0,6.0,119.0072206,51.9022,29,43,0,0,1.9,129.7416667
20.0,2012.0,8.0,15.0,7.0,132.3809163,49.5898,27,29,0,0,1.88,129.7083333
20.0,2012.0,8.0,15.0,8.0,147.1362934,44.6604,25,17,0,0,1.87,129.675
20.0,2012.0,8.0,15.0,9.0,163.1663483,37.7324,23,10,0,1,1.86,129.6333333
20.0,2012.0,8.0,15.0,10.0,180.3640773,31.4931,15,8,0,1,1.84,129.6
20.0,2012.0,8.0,15.0,11.0,198.6012302,27.0396,6,6,0,1,1.84,129.5666667
20.0,2012.0,8.0,15.0,12.0,217.6645711,21.6462,5,6,0,1,1.84,129.5333333
20.0,2012.0,8.0,15.0,13.0,237.3196173,17.0993,5,6,0,1,1.84,129.5083333
20.0,2012.0,8.0,15.0,14.0,257.3307559,13.0747,5,6,0,1,1.84,129.475
20.0,2012.0,8.0,15.0,15.0,277.4578531,11.5878,5,6,0,1,1.84,129.4416667
20.0,2012.0,8.0,15.0,16.0,297.4596447,12.6259,11,4,0,1,1.84,129.4166667
20.0,2012.0,8.0,15.0,17.0,317.1353827,13.41,18,10,0,1,1.83,129.3916667
20.0,2012.0,8.0,15.0,18.0,336.4463833,21.0416,24,15,0,1,1.83,129.375
20.0,2012.0,8.0,15.0,19.0,355.394479,25.9946,26,20,0,1,1.83,129.3583333
20.0,2012.0,8.0,15.0,20.0,373.9639155,27.3981,28,24,11,8,1.83,129.35
20.0,2012.0,8.0,15.0,21.0,392.0685929,28.4465,28,26,21,17,1.84,129.3416667
20.0,2012.0,8.0,15.0,22.0,409.6048247,29.8503,28,27,28,20,1.85,129.3416667
20.0,2012.0,8.0,15.0,23.0,426.4641008,31.35,28,29,34,24,1.86,129.3416667
20.0,2012.0,8.0,15.0,24.0,442.5186163,33.4686,28,31,35,25,1.87,129.3416667
20.0,2012.0,8.0,16.0,1.0,457.6357426,35.5673,30,31,38,26,1.89,129.3416667
20.0,2012.0,8.0,16.0,2.0,471.7130199,37.3665,30,31,41,28,1.93,129.35
20.0,2012.0,8.0,16.0,3.0,484.7686637,39.4326,30,35,45,30,1.96,129.3666667
20.0,2012.0,8.0,16.0,4.0,496.8510581,41.1704,30,38,51,32,2.01,129.3833333
20.0,2012.0,8.0,16.0,5.0,508.0085873,42.4003,30,38,54,35,2.09,129.4
20.0,2012.0,8.0,16.0,6.0,518.3115565,42.6842,30,38,57,42,2.23,129.425
20.0,2012.0,8.0,16.0,7.0,527.9179557,42.9689,30,39,58,43,2.39,129.45
20.0,2012.0,8.0,16.0,8.0,537.007696,43.3392,30,45,58,43,2.48,129.4666667
20.0,2012.0,8.0,16.0,9.0,545.7728668,43.9805,30,46,62,43,2.55,129.5
20.0,2012.0,8.0,16.0,10.0,554.454271,44.2397,30,47,64,47,2.58,129.525
20.0,2012.0,8.0,16.0,11.0,563.3048894,44.5354,30,47,66,49,2.59,129.55
20.0,2012.0,8.0,16.0,12.0,572.5255025,44.7909,30,47,67,50,2.59,129.575
20.0,2012.0,8.0,16.0,13.0,582.1080877,45.7696,30,47,67,50,2.61,129.6083333
20.0,2012.0,8.0,16.0,14.0,591.9924215,46.1857,31,47,68,50,2.62,129.6416667
20.0,2012.0,8.0,16.0,15.0,602.1069363,46.4335,31,47,68,50,2.65,129.6583333
20.0,2012.0,8.0,16.0,16.0,612.3346873,46.6791,31,47,68,50,2.73,129.6833333
20.0,2012.0,8.0,16.0,17.0,622.5473851,46.823,31,47,68,50,2.81,129.7083333
20.0,2012.0,8.0,16.0,18.0,632.6326661,47.4116,31,48,68,50,2.82,129.725
20.0,2012.0,8.0,16.0,19.0,642.541869,50.4346,32,71,69,50,2.83,129.7416667
20.0,2012.0,8.0,16.0,20.0,652.2422579,55.3059,33,76,70,50,2.87,129.7583333
20.0,2012.0,8.0,16.0,21.0,661.7010972,59.3138,35,85,72,56,3.14,129.775
20.0,2012.0,8.0,16.0,22.0,670.8544796,62.1358,35,88,72,58,3.46,129.7916667
20.0,2012.0,8.0,16.0,23.0,679.5138123,62.8403,35,89,73,63,3.76,129.8083333
20.0,2012.0,8.0,16.0,24.0,687.4593307,63.0712,35,89,74,66,3.85,129.8333333
20.0,2012.0,8.0,17.0,1.0,694.4932487,63.1666,35,90,74,66,3.82,129.85
20.0,2012.0,8.0,17.0,2.0,700.5056924,63.1895,35,90,74,66,3.73,129.8666667
20.0,2012.0,8.0,17.0,3.0,705.4087663,63.1895,35,90,74,65,3.64,129.8916667
20.0,2012.0,8.0,17.0,4.0,709.144885,63.1974,35,90,74,65,3.57,129.9166667
20.0,2012.0,8.0,17.0,5.0,711.7777041,63.1974,35,90,74,65,3.49,129.9416667
20.0,2012.0,8.0,17.0,6.0,713.4011898,63.1974,35,89,74,65,3.44,129.975
20.0,2012.0,8.0,17.0,7.0,714.0996444,63.1974,35,87,74,65,3.4,130.0083333
20.0,2012.0,8.0,17.0,8.0,713.9187165,63.1974,35,86,74,65,3.38,130.05
20.0,2012.0,8.0,17.0,9.0,712.894391,63.0727,35,86,74,65,3.39,130.0833333
20.0,2012.0,8.0,17.0,10.0,711.0537544,63.0011,35,86,63,65,3.41,130.1166667
20.0,2012.0,8.0,17.0,11.0,708.3883,62.7827,35,86,53,65,3.4,130.1583333
20.0,2012.0,8.0,17.0,12.0,704.8806228,62.8532,35,86,46,65,3.41,130.1916667
20.0,2012.0,8.0,17.0,13.0,700.5133178,62.6843,35,86,40,65,3.41,130.225
20.0,2012.0,8.0,17.0,14.0,695.2524584,62.31,34,86,39,58,3.4,130.2666667
20.0,2012.0,8.0,17.0,15.0,688.9980318,61.94,35,86,36,49,3.38,130.3083333
20.0,2012.0,8.0,17.0,16.0,681.6335038,61.4776,35,86,33,46,3.37,130.3416667
20.0,2012.0,8.0,17.0,17.0,673.0840666,60.9604,34,86,29,42,3.35,130.375
20.0,2012.0,8.0,17.0,18.0,663.4418185,60.8326,33,86,23,41,3.33,130.4
20.0,2012.0,8.0,17.0,19.0,652.8405845,61.8829,43,86,20,40,3.31,130.4333333
20.0,2012.0,8.0,17.0,20.0,641.4155716,63.1191,43,86,17,38,3.31,130.4583333
20.0,2012.0,8.0,17.0,21.0,629.3075155,63.1713,43,86,19,36,3.28,130.4833333
20.0,2012.0,8.0,17.0,22.0,616.6585341,63.1746,43,86,20,35,3.26,130.5166667
20.0,2012.0,8.0,17.0,23.0,603.6090391,63.1746,43,86,16,32,3.21,130.5416667
20.0,2012.0,8.0,17.0,24.0,590.2926175,63.2067,43,81,14,25,3.18,130.5666667
20.0,2012.0,8.0,18.0,1.0,576.8411503,62.9878,43,76,12,24,3.13,130.6
20.0,2012.0,8.0,18.0,2.0,563.3784082,61.5869,43,71,11,24,3.1,130.625
20.0,2012.0,8.0,18.0,3.0,549.9957213,60.5537,37,67,11,24,3.06,130.65
20.0,2012.0,8.0,18.0,4.0,536.7763092,52.3515,30,65,10,20,3.03,130.6833333
20.0,2012.0,8.0,18.0,5.0,523.7956526,46.2896,23,64,10,18,3.0,130.7166667
20.0,2012.0,8.0,18.0,6.0,511.0982765,42.5419,21,62,10,17,2.96,130.75
20.0,2012.0,8.0,18.0,7.0,498.7209666,40.1099,19,60,10,17,2.94,130.775
20.0,2012.0,8.0,18.0,8.0,486.7005088,38.6515,19,60,10,17,2.91,130.8083333
20.0,2012.0,8.0,18.0,9.0,475.0763709,37.2154,19,60,9,17,2.88,130.8416667
20.0,2012.0,8.0,18.0,10.0,463.8987484,35.0545,19,56,8,17,2.85,130.8666667
20.0,2012.0,8.0,18.0,11.0,453.2205189,32.9852,19,53,6,17,2.82,130.8916667
20.0,2012.0,8.0,18.0,12.0,443.0652451,30.6434,17,53,6,17,2.8,130.925
20.0,2012.0,8.0,18.0,13.0,433.3392312,28.0877,17,53,5,17,2.78,130.95
20.0,2012.0,8.0,18.0,14.0,423.9194665,26.1372,19,52,4,17,2.76,130.975
20.0,2012.0,8.0,18.0,15.0,414.7018251,24.8679,19,46,4,11,2.75,131.0
20.0,2012.0,8.0,18.0,16.0,405.6577198,24.584,19,45,4,9,2.74,131.0166667
20.0,2012.0,8.0,18.0,17.0,396.7774481,24.2798,19,44,4,4,2.72,131.0333333
20.0,2012.0,8.0,18.0,18.0,388.0581016,23.8738,19,44,4,1,2.71,131.05
20.0,2012.0,8.0,18.0,19.0,379.5239469,23.417,19,44,4,1,2.69,131.0666667
20.0,2012.0,8.0,18.0,20.0,371.206045,23.4236,19,44,4,1,2.67,131.0833333
20.0,2012.0,8.0,18.0,21.0,363.1310787,23.2898,20,44,4,1,2.66,131.1
20.0,2012.0,8.0,18.0,22.0,355.3082197,23.0343,20,44,5,9,2.64,131.1166667
20.0,2012.0,8.0,18.0,23.0,347.7422617,22.0433,20,44,5,9,2.62,131.1333333
20.0,2012.0,8.0,18.0,24.0,340.4379987,21.6272,20,44,5,9,2.6,131.1416667
20.0,2012.0,8.0,19.0,1.0,333.4041136,21.3794,19,43,5,9,2.58,131.15
20.0,2012.0,8.0,19.0,2.0,326.6648472,21.1338,19,20,5,9,2.57,131.1583333
20.0,2012.0,8.0,19.0,3.0,320.2483293,20.9899,19,15,5,9,2.55,131.1666667
20.0,2012.0,8.0,19.0,4.0,314.1722896,20.5482,19,6,5,9,2.53,131.1833333
20.0,2012.0,8.0,19.0,5.0,308.4128556,17.7174,19,3,5,9,2.52,131.2
20.0,2012.0,8.0,19.0,6.0,302.9357547,12.9332,18,2,5,9,2.5,131.2166667
20.0,2012.0,8.0,19.0,7.0,297.7224039,8.9253,17,2,5,9,2.48,131.2333333
20.0,2012.0,8.0,19.0,8.0,292.816978,6.1033,15,1,5,9,2.47,131.2416667
20.0,2012.0,8.0,19.0,9.0,288.2793418,5.3988,15,1,5,9,2.45,131.25
20.0,2012.0,8.0,19.0,10.0,284.1558128,5.1679,15,1,5,9,2.44,131.2666667
20.0,2012.0,8.0,19.0,11.0,280.4385209,5.1004,15,1,2,9,2.43,131.2833333
20.0,2012.0,8.0,19.0,12.0,277.1060492,5.0775,15,1,1,9,2.42,131.3
20.0,2012.0,8.0,19.0,13.0,274.1112637,5.0775,15,1,1,9,2.41,131.3166667
20.0,2012.0,8.0,19.0,14.0,271.3041627,5.0696,15,1,1,9,2.39,131.3333333
20.0,2012.0,8.0,19.0,15.0,268.5090274,5.0696,15,3,1,9,2.38,131.35
20.0,2012.0,8.0,19.0,16.0,265.5501392,5.1989,15,4,1,8,2.37,131.3583333
20.0,2012.0,8.0,19.0,17.0,262.2937195,5.4793,16,4,1,8,2.36,131.3666667
20.0,2012.0,8.0,19.0,18.0,258.7737512,5.4793,16,4,1,8,2.35,131.375
20.0,2012.0,8.0,19.0,19.0,255.0661572,5.4793,16,4,1,8,2.34,131.3833333
20.0,2012.0,8.0,19.0,20.0,251.242982,5.3674,16,4,1,8,2.33,131.3916667
20.0,2012.0,8.0,19.0,21.0,247.360755,5.4205,16,4,1,8,2.32,131.4
20.0,2012.0,8.0,19.0,22.0,243.472127,5.2705,16,4,1,8,2.32,131.4
20.0,2012.0,8.0,19.0,23.0,239.6244738,5.6027,16,4,1,8,2.3,131.4
20.0,2012.0,8.0,19.0,24.0,235.8440701,6.9894,24,4,1,8,2.3,131.4
20.0,2012.0,8.0,20.0,1.0,232.1519155,7.4508,25,4,1,8,2.29,131.4
20.0,2012.0,8.0,20.0,2.0,228.5693938,7.5604,24,4,1,8,2.28,131.4
20.0,2012.0,8.0,20.0,3.0,225.1194264,7.5822,24,4,1,8,2.27,131.4083333
20.0,2012.0,8.0,20.0,4.0,221.8253188,7.5432,24,4,1,8,2.27,131.4166667
20.0,2012.0,8.0,20.0,5.0,218.7056068,6.4378,25,4,1,8,2.26,131.425
20.0,2012.0,8.0,20.0,6.0,215.7597484,5.8624,16,4,1,8,2.25,131.4333333
20.0,2012.0,8.0,20.0,7.0,212.9824317,6.3719,17,3,1,8,2.24,131.4416667
20.0,2012.0,8.0,20.0,8.0,210.3841554,6.901,17,3,1,8,2.23,131.45
20.0,2012.0,8.0,20.0,9.0,208.0386605,7.6512,19,3,1,9,2.23,131.4583333
20.0,2012.0,8.0,20.0,10.0,206.0354986,8.1843,19,4,1,9,2.22,131.4666667
20.0,2012.0,8.0,20.0,11.0,204.4642212,8.2528,19,4,3,11,2.22,131.475
20.0,2012.0,8.0,20.0,12.0,203.3685277,8.2528,19,4,3,11,2.21,131.4833333
20.0,2012.0,8.0,20.0,13.0,202.6087078,8.2819,19,4,3,11,2.21,131.4916667
20.0,2012.0,8.0,20.0,14.0,201.9991992,8.0638,19,4,3,11,2.2,131.5
20.0,2012.0,8.0,20.0,15.0,201.3911987,7.8138,19,4,3,11,2.2,131.5
20.0,2012.0,8.0,20.0,16.0,200.7829408,7.7191,19,4,3,3,2.19,131.5
20.0,2012.0,8.0,20.0,17.0,200.2094192,7.802,19,4,3,3,2.19,131.5
20.0,2012.0,8.0,20.0,18.0,199.7116318,8.2732,20,4,3,3,2.18,131.5
20.0,2012.0,8.0,20.0,19.0,199.3545929,8.7105,22,4,3,3,2.18,131.5
20.0,2012.0,8.0,20.0,20.0,199.209321,9.3156,23,5,3,3,2.18,131.5
20.0,2012.0,8.0,20.0,21.0,199.3403804,9.6959,23,5,3,3,2.17,131.5
20.0,2012.0,8.0,20.0,22.0,199.786518,9.8683,23,5,3,4,2.17,131.5
20.0,2012.0,8.0,20.0,23.0,200.5800265,10.0513,23,5,3,4,2.17,131.5
20.0,2012.0,8.0,20.0,24.0,201.7534176,9.9609,23,5,3,4,2.17,131.5083333
20.0,2012.0,8.0,21.0,1.0,203.3400784,10.0893,21,5,3,4,2.17,131.5166667
20.0,2012.0,8.0,21.0,2.0,205.373615,10.1829,21,5,3,4,2.17,131.525
20.0,2012.0,8.0,21.0,3.0,207.8876335,10.3131,21,5,3,4,2.17,131.5333333
20.0,2012.0,8.0,21.0,4.0,210.9067562,10.5452,22,5,4,4,2.17,131.5416667
20.0,2012.0,8.0,21.0,5.0,214.4196698,10.4823,22,5,4,4,2.18,131.55
20.0,2012.0,8.0,21.0,6.0,218.4060771,10.994,22,5,4,4,2.18,131.5583333
20.0,2012.0,8.0,21.0,7.0,222.8608018,13.6139,29,6,4,4,2.19,131.5666667
20.0,2012.0,8.0,21.0,8.0,227.8391512,16.8322,32,7,4,4,2.19,131.575
20.0,2012.0,8.0,21.0,9.0,233.4115534,18.2254,36,7,4,4,2.2,131.5833333
20.0,2012.0,8.0,21.0,10.0,239.6486459,18.5954,36,7,4,4,2.21,131.6
20.0,2012.0,8.0,21.0,11.0,246.6219035,18.7779,36,7,4,4,2.21,131.6166667
20.0,2012.0,8.0,21.0,12.0,254.4030106,19.0042,36,7,4,4,2.22,131.625
20.0,2012.0,8.0,21.0,13.0,263.0346491,20.3869,36,7,4,4,2.23,131.6333333
20.0,2012.0,8.0,21.0,14.0,272.4434917,20.8229,36,7,4,4,2.23,131.6416667
20.0,2012.0,8.0,21.0,15.0,282.5272089,21.9478,37,11,17,4,2.23,131.65
20.0,2012.0,8.0,21.0,16.0,293.208728,22.0329,37,11,17,7,2.24,131.6583333
20.0,2012.0,8.0,21.0,17.0,304.5120038,22.4579,37,11,17,9,2.25,131.6666667
20.0,2012.0,8.0,21.0,18.0,316.4862482,22.5184,37,11,17,9,2.28,131.675
20.0,2012.0,8.0,21.0,19.0,329.180673,23.4842,37,11,17,9,2.39,131.6833333
20.0,2012.0,8.0,21.0,20.0,342.6412035,27.067,37,11,17,9,2.51,131.6916667
20.0,2012.0,8.0,21.0,21.0,356.9006188,28.8997,44,12,18,9,2.61,131.7
20.0,2012.0,8.0,21.0,22.0,371.9884117,29.056,46,10,20,20,2.68,131.7
20.0,2012.0,8.0,21.0,23.0,387.9225786,29.6963,51,9,20,20,2.75,131.7
20.0,2012.0,8.0,21.0,24.0,404.6751301,30.48,52,9,20,20,2.81,131.7
20.0,2012.0,8.0,22.0,1.0,422.2065806,30.8597,64,9,24,20,2.89,131.7
20.0,2012.0,8.0,22.0,2.0,440.4861323,30.9295,69,9,30,20,2.95,131.7083333
20.0,2012.0,8.0,22.0,3.0,459.5177382,30.7202,69,9,30,19,2.98,131.7166667
20.0,2012.0,8.0,22.0,4.0,479.3140391,30.81,68,9,30,19,2.99,131.725
20.0,2012.0,8.0,22.0,5.0,499.9059671,30.9743,69,9,30,17,2.98,131.7333333
20.0,2012.0,8.0,22.0,6.0,521.397619,31.1115,69,9,30,17,2.98,131.7416667
20.0,2012.0,8.0,22.0,7.0,543.9113828,31.1394,69,9,30,17,2.99,131.7583333
20.0,2012.0,8.0,22.0,8.0,567.5719837,32.7512,70,9,30,18,2.99,131.775
20.0,2012.0,8.0,22.0,9.0,592.5134963,34.6345,73,10,30,18,3.02,131.7916667
20.0,2012.0,8.0,22.0,10.0,618.8723323,34.8663,73,10,31,18,3.05,131.8166667
20.0,2012.0,8.0,22.0,11.0,646.7645881,35.1682,65,10,39,23,3.07,131.8416667
20.0,2012.0,8.0,22.0,12.0,676.2250987,35.8207,64,11,42,26,3.09,131.8666667
20.0,2012.0,8.0,22.0,13.0,707.2683838,37.3239,64,12,43,26,3.12,131.8916667
20.0,2012.0,8.0,22.0,14.0,739.908963,39.3755,66,17,47,29,3.17,131.9166667
20.0,2012.0,8.0,22.0,15.0,774.1332455,42.6984,70,19,48,30,3.19,131.9416667
20.0,2012.0,8.0,22.0,16.0,809.8151985,44.2198,70,21,51,30,3.22,131.9666667
20.0,2012.0,8.0,22.0,17.0,846.8006789,45.4279,69,21,52,32,3.26,131.9916667
20.0,2012.0,8.0,22.0,18.0,884.9467905,45.6399,68,23,52,35,3.39,132.0166667
20.0,2012.0,8.0,22.0,19.0,924.155626,45.5808,69,24,55,36,3.52,132.0333333
20.0,2012.0,8.0,22.0,20.0,964.340525,45.1433,67,24,55,37,3.67,132.0583333
20.0,2012.0,8.0,22.0,21.0,1005.417815,45.1,67,24,55,37,3.72,132.0833333
20.0,2012.0,8.0,22.0,22.0,1047.315773,45.3974,69,25,55,37,3.74,132.1
20.0,2012.0,8.0,22.0,23.0,1089.965666,45.7475,69,25,55,37,3.75,132.125
20.0,2012.0,8.0,22.0,24.0,1133.266725,45.8217,69,25,55,37,3.74,132.15
20.0,2012.0,8.0,23.0,1.0,1176.990061,46.713,69,25,55,37,3.74,132.1833333
20.0,2012.0,8.0,23.0,2.0,1220.874749,48.5905,69,28,56,37,3.8,132.2083333
20.0,2012.0,8.0,23.0,3.0,1264.625225,54.503,69,32,59,41,3.88,132.2416667
20.0,2012.0,8.0,23.0,4.0,1307.807363,60.944,70,47,60,44,4.01,132.275
20.0,2012.0,8.0,23.0,5.0,1349.952394,65.2235,69,52,47,68,4.13,132.3166667
20.0,2012.0,8.0,23.0,6.0,1390.591552,68.7928,67,61,48,70,4.4,132.3583333
20.0,2012.0,8.0,23.0,7.0,1429.235046,71.4382,69,65,49,77,4.85,132.4083333
20.0,2012.0,8.0,23.0,8.0,1465.308997,74.1102,72,67,58,84,5.25,132.45
20.0,2012.0,8.0,23.0,9.0,1498.218502,75.6577,73,67,58,89,5.5,132.5
20.0,2012.0,8.0,23.0,10.0,1527.417597,76.4497,73,68,59,89,5.59,132.5583333
20.0,2012.0,8.0,23.0,11.0,1552.556063,76.7046,73,69,58,88,5.56,132.6166667
20.0,2012.0,8.0,23.0,12.0,1573.33262,77.3033,74,70,56,88,5.51,132.675
20.0,2012.0,8.0,23.0,13.0,1589.498808,77.9586,74,71,56,89,5.44,132.7333333
20.0,2012.0,8.0,23.0,14.0,1601.017451,78.6675,74,71,56,89,5.42,132.7916667
20.0,2012.0,8.0,23.0,15.0,1607.904194,79.2474,73,71,51,89,5.41,132.85
20.0,2012.0,8.0,23.0,16.0,1610.21475,78.9106,73,71,44,80,5.36,132.9166667
20.0,2012.0,8.0,23.0,17.0,1608.165107,76.2777,73,71,45,80,5.3,132.975
20.0,2012.0,8.0,23.0,18.0,1602.01132,73.2618,66,71,46,80,5.26,133.0416667
20.0,2012.0,8.0,23.0,19.0,1592.01489,71.9877,62,71,46,80,5.22,133.1
20.0,2012.0,8.0,23.0,20.0,1578.459102,71.63,58,72,46,81,5.21,133.1666667
20.0,2012.0,8.0,23.0,21.0,1561.632683,71.6169,58,72,46,81,5.17,133.225
20.0,2012.0,8.0,23.0,22.0,1541.824363,71.5144,58,68,46,81,5.16,133.2833333
20.0,2012.0,8.0,23.0,23.0,1519.332194,70.1641,58,68,46,81,5.12,133.3333333
20.0,2012.0,8.0,23.0,24.0,1494.491525,69.5812,58,68,46,81,5.08,133.3916667
20.0,2012.0,8.0,24.0,1.0,1467.647029,68.3176,58,68,38,81,5.03,133.4416667
20.0,2012.0,8.0,24.0,2.0,1439.127615,68.1899,57,68,35,80,4.96,133.5
20.0,2012.0,8.0,24.0,3.0,1409.199135,67.7649,57,68,34,80,4.89,133.55
20.0,2012.0,8.0,24.0,4.0,1378.111679,67.7862,57,67,30,80,4.82,133.5916667
20.0,2012.0,8.0,24.0,5.0,1346.134742,66.8472,57,69,29,75,4.75,133.6416667
20.0,2012.0,8.0,24.0,6.0,1313.615431,63.7222,57,69,26,72,4.68,133.6833333
20.0,2012.0,8.0,24.0,7.0,1280.920262,62.2341,57,69,25,72,4.61,133.725
20.0,2012.0,8.0,24.0,8.0,1248.37828,62.1752,50,70,24,69,4.55,133.7666667
20.0,2012.0,8.0,24.0,9.0,1216.168675,61.6172,48,70,21,69,4.5,133.8083333
20.0,2012.0,8.0,24.0,10.0,1184.43317,60.8626,43,70,21,68,4.45,133.8416667
20.0,2012.0,8.0,24.0,11.0,1153.29944,60.619,42,70,21,66,4.4,133.8833333
20.0,2012.0,8.0,24.0,12.0,1122.838964,60.6722,30,70,21,63,4.34,133.9166667
20.0,2012.0,8.0,24.0,13.0,1093.109175,60.6462,25,70,21,62,4.29,133.95
20.0,2012.0,8.0,24.0,14.0,1064.164144,60.6106,25,70,22,61,4.23,133.975
20.0,2012.0,8.0,24.0,15.0,1036.04451,60.4463,25,70,22,61,4.17,134.0083333
20.0,2012.0,8.0,24.0,16.0,1008.787554,60.3091,24,69,21,61,4.12,134.0416667
20.0,2012.0,8.0,24.0,17.0,982.4305552,60.2092,24,69,18,61,4.08,134.0666667
20.0,2012.0,8.0,24.0,18.0,957.0019487,58.6097,24,69,17,61,4.03,134.0916667
20.0,2012.0,8.0,24.0,19.0,932.4947928,56.3942,23,68,17,61,3.99,134.1166667
20.0,2012.0,8.0,24.0,20.0,908.8933013,54.7436,20,67,16,61,3.94,134.1333333
20.0,2012.0,8.0,24.0,21.0,886.1764173,53.9882,20,62,15,57,3.9,134.15
20.0,2012.0,8.0,24.0,22.0,864.3020011,53.2261,20,60,6,54,3.87,134.1666667
20.0,2012.0,8.0,24.0,23.0,843.2226423,51.7455,20,58,6,30,3.82,134.175
20.0,2012.0,8.0,24.0,24.0,822.8948435,49.6971,19,57,5,28,3.78,134.1833333
20.0,2012.0,8.0,25.0,1.0,803.2907587,46.3014,17,55,6,21,3.74,134.1916667
20.0,2012.0,8.0,25.0,2.0,784.386455,44.6599,13,54,6,14,3.71,134.2
20.0,2012.0,8.0,25.0,3.0,766.1540575,43.8055,12,54,6,9,3.67,134.2
20.0,2012.0,8.0,25.0,4.0,748.5499226,43.6805,13,55,7,6,3.65,134.1916667
20.0,2012.0,8.0,25.0,5.0,731.5264646,43.6491,14,54,8,6,3.61,134.1833333
20.0,2012.0,8.0,25.0,6.0,715.0475084,43.6866,13,54,8,7,3.58,134.175
20.0,2012.0,8.0,25.0,7.0,699.1225198,43.8915,14,54,7,6,3.55,134.1666667
20.0,2012.0,8.0,25.0,8.0,683.7723753,44.1263,15,54,6,6,3.51,134.1583333
20.0,2012.0,8.0,25.0,9.0,669.0179511,43.9057,13,51,6,6,3.49,134.15
20.0,2012.0,8.0,25.0,10.0,654.8662564,43.9305,13,46,6,4,3.46,134.1416667
20.0,2012.0,8.0,25.0,11.0,641.2688321,43.1304,14,31,6,4,3.43,134.1333333
20.0,2012.0,8.0,25.0,12.0,628.1633516,41.3197,14,26,6,4,3.4,134.1166667
20.0,2012.0,8.0,25.0,13.0,615.489413,35.2779,14,17,8,4,3.38,134.1
20.0,2012.0,8.0,25.0,14.0,603.1943123,28.3657,14,13,7,4,3.35,134.0833333
20.0,2012.0,8.0,25.0,15.0,591.2272701,23.5853,13,11,7,4,3.33,134.0666667
20.0,2012.0,8.0,25.0,16.0,579.5377388,19.4109,13,11,7,4,3.31,134.0583333
20.0,2012.0,8.0,25.0,17.0,568.0760991,16.3558,13,10,7,4,3.28,134.05
20.0,2012.0,8.0,25.0,18.0,556.7929639,13.5114,10,9,7,4,3.26,134.0333333
20.0,2012.0,8.0,25.0,19.0,545.6430155,11.7567,7,8,7,4,3.23,134.0166667
20.0,2012.0,8.0,25.0,20.0,534.597215,10.8882,6,7,7,4,3.22,134.0
21.0,2012.0,8.0,25.0,21.0,523.6305927,10.5049,6,6,7,4,3.19,133.9833333
21.0,2012.0,8.0,30.0,1.0,333.003417,19.5314,10,32,7,13,2.72,132.8333333
21.0,2012.0,8.0,30.0,2.0,308.9047773,19.5684,10,32,7,13,2.71,132.85
21.0,2012.0,8.0,30.0,3.0,302.8912529,19.5684,10,32,6,13,2.7,132.8666667
21.0,2012.0,8.0,30.0,4.0,330.5536756,19.5684,10,32,5,13,2.69,132.8833333
21.0,2012.0,8.0,30.0,5.0,382.3458435,19.5684,10,32,4,12,2.68,132.9
21.0,2012.0,8.0,30.0,6.0,445.7088666,19.5684,10,32,4,11,2.67,132.9166667
21.0,2012.0,8.0,30.0,7.0,521.1701357,19.6693,10,32,4,11,2.66,132.9333333
21.0,2012.0,8.0,30.0,8.0,616.493208,20.6509,11,37,1,10,2.65,132.95
21.0,2012.0,8.0,30.0,9.0,755.3000233,24.4221,11,38,1,9,2.64,132.975
21.0,2012.0,8.0,30.0,10.0,963.4210903,29.4346,16,41,5,4,2.64,132.9916667
21.0,2012.0,8.0,30.0,11.0,1259.662811,35.8817,21,47,9,9,2.65,133.0083333
