,홍수사상번호,연,월,일,시간,유입량,유역평균강수,강우(A지역),강우(B지역),강우(C지역),강우(D지역),수위(E지역),수위(D지역)
2880,25.0,2017.0,7.0,18.0,12.0,545.3939228,52.2156,20,46,1,1,3.14,137.075
2881,25.0,2017.0,7.0,18.0,13.0,543.2602681,51.7226,16,44,1,1,3.12,137.09375
2882,25.0,2017.0,7.0,18.0,14.0,540.5532772,51.1335,15,32,1,1,3.11,137.1125
2883,25.0,2017.0,7.0,18.0,15.0,536.6643676,48.0015,15,7,1,1,3.09,137.13125
2884,25.0,2017.0,7.0,18.0,16.0,530.9465094,42.1892,15,0,1,1,3.07,137.14375
2885,25.0,2017.0,7.0,18.0,17.0,522.9894429,36.5129,10,0,1,1,3.05,137.15625
2886,25.0,2017.0,7.0,18.0,18.0,513.3684374,22.7836,6,0,1,1,3.03,137.16875
2887,25.0,2017.0,7.0,18.0,19.0,502.8468429,8.2586,2,0,1,1,3,137.18125
2888,25.0,2017.0,7.0,18.0,20.0,491.9548045,4.1089,1,0,1,1,2.98,137.1875
2889,25.0,2017.0,7.0,18.0,21.0,481.1030831,3.3854,1,0,1,1,2.96,137.19375
2890,25.0,2017.0,7.0,18.0,22.0,470.4581089,3.2841,1,0,1,1,2.94,137.20625
2891,26.0,2018.0,7.0,1.0,6.0,,14.2576,32,0,0,0,1.93,120.49375
2892,26.0,2018.0,7.0,1.0,7.0,,10.9657,20,1,0,0,1.93,120.4875
2893,26.0,2018.0,7.0,1.0,8.0,,7.9442,11,5,0,0,1.92,120.48125
2894,26.0,2018.0,7.0,1.0,9.0,,7.8916,3,11,0,0,1.92,120.475
2895,26.0,2018.0,7.0,1.0,10.0,,13.3484,4,25,1,8,1.92,120.475
2896,26.0,2018.0,7.0,1.0,11.0,,20.076,13,48,14,24,1.95,120.475
2897,26.0,2018.0,7.0,1.0,12.0,,27.0355,18,58,19,33,1.95,120.475
2898,26.0,2018.0,7.0,1.0,13.0,,34.5124,20,60,22,36,1.96,120.475
2899,26.0,2018.0,7.0,1.0,14.0,,35.9588,22,63,23,37,1.96,120.475
2900,26.0,2018.0,7.0,1.0,15.0,,37.6568,21,67,25,37,1.97,120.48125
2901,26.0,2018.0,7.0,1.0,16.0,,39.7138,22,68,25,40,2.12,120.4875
2902,26.0,2018.0,7.0,1.0,17.0,,42.3984,21,71,25,41,2.23,120.49375
2903,26.0,2018.0,7.0,1.0,18.0,,49.5649,22,74,26,41,2.39,120.5
2904,26.0,2018.0,7.0,1.0,19.0,,57.1848,41,75,29,51,2.71,120.5
2905,26.0,2018.0,7.0,1.0,20.0,,61.6535,64,75,51,62,2.79,120.5
2906,26.0,2018.0,7.0,1.0,21.0,,64.7847,69,78,59,68,2.89,120.5
2907,26.0,2018.0,7.0,1.0,22.0,,68.4673,70,82,65,71,2.97,120.5
2908,26.0,2018.0,7.0,1.0,23.0,,72.6171,72,86,65,77,3.01,120.5
2909,26.0,2018.0,7.0,1.0,24.0,,75.781,73,86,70,81,3.26,120.5
2910,26.0,2018.0,7.0,2.0,1.0,,76.7784,74,89,73,83,3.49,120.5
2911,26.0,2018.0,7.0,2.0,2.0,,78.4349,75,91,75,85,3.65,120.50625
2912,26.0,2018.0,7.0,2.0,3.0,,79.436,78,92,76,85,3.83,120.5125
2913,26.0,2018.0,7.0,2.0,4.0,,85.3602,78,100,77,85,4.12,120.525
2914,26.0,2018.0,7.0,2.0,5.0,,94.0116,80,103,77,93,4.4,120.54375
2915,26.0,2018.0,7.0,2.0,6.0,,102.4608,86,103,88,112,4.76,120.56875
2916,26.0,2018.0,7.0,2.0,7.0,,105.2186,91,106,97,122,5.21,120.6
2917,26.0,2018.0,7.0,2.0,8.0,,106.8741,93,109,101,125,5.66,120.6375
2918,26.0,2018.0,7.0,2.0,9.0,,111.2854,94,112,103,127,6.06,120.68125
2919,26.0,2018.0,7.0,2.0,10.0,,115.2427,95,113,109,136,6.27,120.73125
2920,26.0,2018.0,7.0,2.0,11.0,,117.279,100,113,123,141,6.38,120.7875
2921,26.0,2018.0,7.0,2.0,12.0,,117.4026,102,113,126,143,6.47,120.85625
2922,26.0,2018.0,7.0,2.0,13.0,,117.4319,102,113,126,143,6.51,120.93125
2923,26.0,2018.0,7.0,2.0,14.0,,117.4319,102,113,128,143,6.58,121.01875
2924,26.0,2018.0,7.0,2.0,15.0,,117.9805,102,114,128,143,6.62,121.11875
2925,26.0,2018.0,7.0,2.0,16.0,,119.4953,102,116,128,143,6.61,121.23125
2926,26.0,2018.0,7.0,2.0,17.0,,121.6603,102,118,131,148,6.59,121.35625
2927,26.0,2018.0,7.0,2.0,18.0,,122.7384,102,119,137,151,6.54,121.48125
2928,26.0,2018.0,7.0,2.0,19.0,,124.9311,102,120,140,152,6.48,121.61875
2929,26.0,2018.0,7.0,2.0,20.0,,127.2571,102,120,141,154,6.39,121.7625
2930,26.0,2018.0,7.0,2.0,21.0,,128.6723,106,120,145,155,6.3,121.9125
2931,26.0,2018.0,7.0,2.0,22.0,,128.9628,108,121,145,155,6.2,122.0625
2932,26.0,2018.0,7.0,2.0,23.0,,129.3786,108,121,146,155,6.1,122.21875
2933,26.0,2018.0,7.0,2.0,24.0,,129.5979,108,121,146,156,5.99,122.38125
2934,26.0,2018.0,7.0,3.0,1.0,,129.7867,108,122,145,156,5.88,122.54375
2935,26.0,2018.0,7.0,3.0,2.0,,129.9334,109,123,132,156,5.77,122.7125
2936,26.0,2018.0,7.0,3.0,3.0,,130.3619,109,123,127,156,5.66,122.8875
2937,26.0,2018.0,7.0,3.0,4.0,,130.6728,109,123,124,148,5.55,123.05625
2938,26.0,2018.0,7.0,3.0,5.0,,130.8579,109,123,123,132,5.45,123.23125
2939,26.0,2018.0,7.0,3.0,6.0,,130.9425,109,123,121,123,5.37,123.4
2940,26.0,2018.0,7.0,3.0,7.0,,130.9425,109,123,121,120,5.29,123.56875
2941,26.0,2018.0,7.0,3.0,8.0,,130.9425,109,123,121,119,5.22,123.73125
2942,26.0,2018.0,7.0,3.0,9.0,,130.9425,109,123,120,119,5.13,123.8875
2943,26.0,2018.0,7.0,3.0,10.0,,130.9425,109,123,117,116,5.06,124.04375
2944,26.0,2018.0,7.0,3.0,11.0,,130.9425,109,123,95,115,5,124.19375
2945,26.0,2018.0,7.0,3.0,12.0,,130.9425,109,124,87,115,4.95,124.3375
2946,26.0,2018.0,7.0,3.0,13.0,,130.9425,109,124,81,105,4.88,124.475
2947,26.0,2018.0,7.0,3.0,14.0,,131.0627,109,124,81,94,4.81,124.6125
2948,26.0,2018.0,7.0,3.0,15.0,,131.0627,109,123,76,88,4.74,124.74375
2949,26.0,2018.0,7.0,3.0,16.0,,131.144,109,119,73,85,4.68,124.86875
2950,26.0,2018.0,7.0,3.0,17.0,,131.414,109,113,71,79,4.61,124.9875
2951,26.0,2018.0,7.0,3.0,18.0,,131.0134,109,99,70,75,4.54,125.1
2952,26.0,2018.0,7.0,3.0,19.0,,127.4368,108,76,69,73,4.49,125.20625
2953,26.0,2018.0,7.0,3.0,20.0,,119.4707,99,66,69,71,4.43,125.3125
2954,26.0,2018.0,7.0,3.0,21.0,,112.7027,94,64,58,71,4.37,125.40625
2955,26.0,2018.0,7.0,3.0,22.0,,105.8024,92,61,49,71,4.32,125.5
2956,26.0,2018.0,7.0,3.0,23.0,,98.3724,90,57,45,63,4.27,125.58125
2957,26.0,2018.0,7.0,3.0,24.0,,96.9317,90,57,43,44,4.22,125.6625
2958,26.0,2018.0,7.0,4.0,1.0,,95.1801,89,55,37,34,4.16,125.7375
2959,26.0,2018.0,7.0,4.0,2.0,,93.3992,89,52,23,31,4.11,125.8125
2960,26.0,2018.0,7.0,4.0,3.0,,90.9007,87,52,20,29,4.07,125.88125
2961,26.0,2018.0,7.0,4.0,4.0,,83.9593,68,52,20,20,4.03,125.95
2962,26.0,2018.0,7.0,4.0,5.0,,76.4123,45,49,18,15,3.98,126.01875
2963,26.0,2018.0,7.0,4.0,6.0,,72.0471,40,46,18,13,3.94,126.0875
2964,26.0,2018.0,7.0,4.0,7.0,,69.0076,39,42,18,13,3.9,126.15
2965,26.0,2018.0,7.0,4.0,8.0,,65.3882,37,42,15,13,3.85,126.2125
2966,26.0,2018.0,7.0,4.0,9.0,,61.3439,36,39,9,13,3.83,126.275
2967,26.0,2018.0,7.0,4.0,10.0,,58.1957,35,37,6,14,3.79,126.3375
2968,26.0,2018.0,7.0,4.0,11.0,,57.1983,34,36,5,9,3.74,126.39375
2969,26.0,2018.0,7.0,4.0,12.0,,55.5697,31,28,1,6,3.71,126.45
2970,26.0,2018.0,7.0,4.0,13.0,,54.5686,31,25,1,5,3.68,126.50625
2971,26.0,2018.0,7.0,4.0,14.0,,48.6444,29,25,0,3,3.65,126.55625
2972,26.0,2018.0,7.0,4.0,15.0,,39.993,23,22,0,2,3.61,126.6125
2973,26.0,2018.0,7.0,4.0,16.0,,31.5438,18,19,0,2,3.58,126.6625
2974,26.0,2018.0,7.0,4.0,17.0,,28.9024,16,16,0,2,3.54,126.7125
2975,26.0,2018.0,7.0,4.0,18.0,,27.3559,15,15,0,1,3.52,126.75625
2976,26.0,2018.0,7.0,4.0,19.0,,22.9446,14,15,0,1,3.51,126.8
2977,26.0,2018.0,7.0,4.0,20.0,,19.322,9,16,0,1,3.49,126.84375
2978,26.0,2018.0,7.0,4.0,21.0,,18.3913,7,17,0,9,3.45,126.88125
2979,26.0,2018.0,7.0,4.0,22.0,,19.4025,7,27,0,9,3.44,126.9125
2980,26.0,2018.0,7.0,4.0,23.0,,23.5502,9,27,0,9,3.43,126.94375
2981,26.0,2018.0,7.0,4.0,24.0,,27.0975,17,36,0,9,3.46,126.975
2982,26.0,2018.0,7.0,5.0,1.0,,31.2739,19,52,0,20,3.75,127.00625
2983,26.0,2018.0,7.0,5.0,2.0,,36.8863,19,64,0,41,3.99,127.0375
2984,26.0,2018.0,7.0,5.0,3.0,,44.2058,20,66,0,60,4.47,127.06875
2985,26.0,2018.0,7.0,5.0,4.0,,47.5936,23,66,0,61,5.04,127.09375
2986,26.0,2018.0,7.0,5.0,5.0,,47.195,23,66,1,62,5.28,127.125
2987,26.0,2018.0,7.0,5.0,6.0,,45.263,19,65,1,62,5.37,127.15625
2988,26.0,2018.0,7.0,5.0,7.0,,43.8545,17,65,1,62,5.45,127.1875
2989,26.0,2018.0,7.0,5.0,8.0,,43.564,17,65,1,62,5.52,127.21875
2990,26.0,2018.0,7.0,5.0,9.0,,43.1482,17,64,1,62,5.5,127.25625
2991,26.0,2018.0,7.0,5.0,10.0,,42.9289,17,63,1,62,5.47,127.29375
2992,26.0,2018.0,7.0,5.0,11.0,,42.7401,16,63,1,62,5.46,127.3375
2993,26.0,2018.0,7.0,5.0,12.0,,42.5375,16,63,1,62,5.44,127.38125
2994,26.0,2018.0,7.0,5.0,13.0,,42.109,16,63,1,62,5.47,127.43125
2995,26.0,2018.0,7.0,5.0,14.0,,41.8182,16,63,1,62,5.54,127.4875
2996,26.0,2018.0,7.0,5.0,15.0,,41.7204,16,63,1,62,5.58,127.54375
2997,26.0,2018.0,7.0,5.0,16.0,,41.7251,17,63,1,62,5.58,127.6
2998,26.0,2018.0,7.0,5.0,17.0,,41.7251,17,63,1,62,5.53,127.6625
2999,26.0,2018.0,7.0,5.0,18.0,,41.8168,17,63,1,62,5.43,127.725
3000,26.0,2018.0,7.0,5.0,19.0,,41.8619,17,63,1,62,5.31,127.79375
3001,26.0,2018.0,7.0,5.0,20.0,,41.998,17,62,1,62,5.18,127.8625
3002,26.0,2018.0,7.0,5.0,21.0,,42.0163,17,62,1,62,5.07,127.93125
3003,26.0,2018.0,7.0,5.0,22.0,,42.0163,17,62,1,62,4.95,128.00625
3004,26.0,2018.0,7.0,5.0,23.0,,42.0652,17,62,1,62,4.85,128.08125
3005,26.0,2018.0,7.0,5.0,24.0,,41.9941,17,62,1,62,4.76,128.15625
3006,26.0,2018.0,7.0,6.0,1.0,,42.041,17,62,1,62,4.69,128.23125
3007,26.0,2018.0,7.0,6.0,2.0,,41.972,17,62,2,62,4.6,128.3125
3008,26.0,2018.0,7.0,6.0,3.0,,41.7099,17,62,2,62,4.53,128.39375
3009,26.0,2018.0,7.0,6.0,4.0,,41.6613,17,62,2,61,4.45,128.475
3010,26.0,2018.0,7.0,6.0,5.0,,41.2853,17,62,2,61,4.38,128.55
3011,26.0,2018.0,7.0,6.0,6.0,,41.063,17,62,2,61,4.32,128.625
3012,26.0,2018.0,7.0,6.0,7.0,,41.0551,17,62,2,61,4.26,128.70625
3013,26.0,2018.0,7.0,6.0,8.0,,41.0727,17,61,2,61,4.2,128.78125
3014,26.0,2018.0,7.0,6.0,9.0,,41.0381,17,60,2,61,4.13,128.85625
3015,26.0,2018.0,7.0,6.0,10.0,,41.0712,17,60,2,61,4.07,128.925
3016,26.0,2018.0,7.0,6.0,11.0,,41.0054,17,59,2,61,4.03,128.9875
3017,26.0,2018.0,7.0,6.0,12.0,,40.7499,17,59,2,61,3.98,129.05625
3018,26.0,2018.0,7.0,6.0,13.0,,40.5521,17,59,2,61,3.92,129.11875
3019,26.0,2018.0,7.0,6.0,14.0,,40.3162,17,58,2,61,3.88,129.18125
3020,26.0,2018.0,7.0,6.0,15.0,,40.2193,17,58,2,53,3.84,129.2375
3021,26.0,2018.0,7.0,6.0,16.0,,40.1679,17,58,2,53,3.79,129.29375
3022,26.0,2018.0,7.0,6.0,17.0,,40.1127,17,58,2,53,3.75,129.34375
3023,26.0,2018.0,7.0,6.0,18.0,,40.0696,17,58,2,53,3.71,129.39375
3024,26.0,2018.0,7.0,6.0,19.0,,40.0084,17,58,2,42,3.68,129.4375
3025,26.0,2018.0,7.0,6.0,20.0,,40.0805,17,58,1,21,3.64,129.475
3026,26.0,2018.0,7.0,6.0,21.0,,40.1372,17,58,1,2,3.61,129.5125
3027,26.0,2018.0,7.0,6.0,22.0,,40.2102,17,58,1,1,3.58,129.54375
3028,26.0,2018.0,7.0,6.0,23.0,,40.287,17,58,1,0,3.54,129.575
3029,26.0,2018.0,7.0,6.0,24.0,,40.3856,17,58,1,0,3.51,129.60625
3030,26.0,2018.0,7.0,7.0,1.0,,40.4844,17,58,1,0,3.48,129.63125
3031,26.0,2018.0,7.0,7.0,2.0,,40.6186,17,58,1,0,3.45,129.6625
3032,26.0,2018.0,7.0,7.0,3.0,,40.5678,17,58,1,0,3.43,129.69375
3033,26.0,2018.0,7.0,7.0,4.0,,40.5347,17,57,1,0,3.41,129.71875
3034,26.0,2018.0,7.0,7.0,5.0,,40.5589,17,56,1,0,3.39,129.75
3035,26.0,2018.0,7.0,7.0,6.0,,40.2886,17,46,1,0,3.36,129.775
3036,26.0,2018.0,7.0,7.0,7.0,,39.2511,17,45,1,0,3.34,129.8
3037,26.0,2018.0,7.0,7.0,8.0,,38.1163,15,34,1,0,3.32,129.825
3038,26.0,2018.0,7.0,7.0,9.0,,33.9796,7,16,1,0,3.3,129.85
3039,26.0,2018.0,7.0,7.0,10.0,,30.4323,5,3,1,0,3.28,129.86875
3040,26.0,2018.0,7.0,7.0,11.0,,25.7274,5,0,1,0,3.26,129.8875
3041,26.0,2018.0,7.0,7.0,12.0,,18.556,4,0,1,0,3.24,129.90625
3042,26.0,2018.0,7.0,7.0,13.0,,9.0838,1,0,1,0,3.23,129.925
3043,26.0,2018.0,7.0,7.0,14.0,,4.6179,1,0,1,0,3.21,129.95
3044,26.0,2018.0,7.0,7.0,15.0,,2.8238,1,0,1,0,3.19,129.9625
3045,26.0,2018.0,7.0,7.0,16.0,,2.4298,1,0,1,0,3.18,129.98125
3046,26.0,2018.0,7.0,7.0,17.0,,2.3689,1,0,0,0,3.16,129.99375
3047,26.0,2018.0,7.0,7.0,18.0,,2.3689,1,0,0,0,3.15,130.00625
3048,26.0,2018.0,7.0,7.0,19.0,,2.3689,1,0,0,0,3.13,130.0125
3049,26.0,2018.0,7.0,7.0,20.0,,2.3689,1,0,0,0,3.11,130.01875
3050,26.0,2018.0,7.0,7.0,21.0,,2.3689,1,0,0,0,3.1,130.01875
3051,1.0,2006.0,7.0,10.0,8.0,189.1,6.3,7,7,7,8,2.54,122.5416667
3052,1.0,2006.0,7.0,10.0,9.0,216.9519618,6.4,7,8,7,8,2.53,122.55
3053,1.0,2006.0,7.0,10.0,10.0,251.4244187,7.3,7,9,7,8,2.53,122.5583333
3054,1.0,2006.0,7.0,10.0,11.0,302.812199,8.2,7,10,8,8,2.53,122.5666667
3055,1.0,2006.0,7.0,10.0,12.0,384.7834064,11.3,9,12,10,10,2.53,122.575
3056,1.0,2006.0,7.0,10.0,13.0,512.5012279,14.4,12,14,10,11,2.53,122.575
3057,1.0,2006.0,7.0,10.0,14.0,701.5026217,16.9,14,17,15,14,2.53,122.575
3058,1.0,2006.0,7.0,10.0,15.0,952.5260535,20.5,15,24,18,16,2.54,122.575
3059,1.0,2006.0,7.0,10.0,16.0,1207.11602,25.8,17,33,20,17,2.56,122.5583333
3060,1.0,2006.0,7.0,10.0,17.0,1392.018525,31.7,20,40,26,21,2.58,122.5416667
3061,1.0,2006.0,7.0,10.0,18.0,1454.768513,37.9,21,46,30,27,2.61,122.525
3062,1.0,2006.0,7.0,10.0,19.0,1426.056687,44.1,24,51,32,31,2.65,122.5083333
3063,1.0,2006.0,7.0,10.0,20.0,1357.36269,50,34,56,39,35,2.7,122.5
3064,1.0,2006.0,7.0,10.0,21.0,1293.862205,52.9,37,57,42,44,2.79,122.4916667
3065,1.0,2006.0,7.0,10.0,22.0,1255.51507,54.6,39,58,44,56,3.05,122.4916667
3066,1.0,2006.0,7.0,10.0,23.0,1255.977162,55.9,41,59,45,56,3.46,122.4916667
3067,1.0,2006.0,7.0,10.0,24.0,1299.827525,57,41,60,46,56,3.8,122.5
3068,1.0,2006.0,7.0,11.0,1.0,1355.337857,58.2,43,61,48,58,4.03,122.525
3069,1.0,2006.0,7.0,11.0,2.0,1381.703021,59.4,44,62,49,59,4.16,122.5583333
3070,1.0,2006.0,7.0,11.0,3.0,1352.132424,60.4,45,63,50,60,4.22,122.6
3071,1.0,2006.0,7.0,11.0,4.0,1295.893649,61,46,64,50,62,4.23,122.6583333
3072,1.0,2006.0,7.0,11.0,5.0,1256.268823,61.8,46,65,51,62,4.24,122.7166667
3073,1.0,2006.0,7.0,11.0,6.0,1265.636588,62.4,46,65,52,63,4.26,122.7833333
3074,1.0,2006.0,7.0,11.0,7.0,1312.761633,62.8,48,64,49,63,4.35,122.8583333
3075,1.0,2006.0,7.0,11.0,8.0,1375.505161,63.1,48,63,50,63,4.46,122.9333333
3076,1.0,2006.0,7.0,11.0,9.0,1437.167338,62.9,48,62,50,63,4.71,123.0166667
3077,1.0,2006.0,7.0,11.0,10.0,1502.804186,62.7,48,61,51,63,5.06,123.1
3078,1.0,2006.0,7.0,11.0,11.0,1582.91069,62,48,60,51,62,5.27,123.1833333
3079,1.0,2006.0,7.0,11.0,12.0,1676.198585,61.3,47,60,51,61,5.33,123.2666667
3080,1.0,2006.0,7.0,11.0,13.0,1734.246617,60.6,46,59,51,60,5.34,123.3416667
3081,1.0,2006.0,7.0,11.0,14.0,1714.092218,60,46,59,51,61,5.34,123.425
3082,1.0,2006.0,7.0,11.0,15.0,1641.740554,59.4,46,59,51,61,5.32,123.5083333
3083,1.0,2006.0,7.0,11.0,16.0,1560.438727,59.2,43,59,51,61,5.28,123.5833333
3084,1.0,2006.0,7.0,11.0,17.0,1503.816413,59.1,42,59,51,61,5.23,123.6666667
3085,1.0,2006.0,7.0,11.0,18.0,1467.033586,59.1,42,59,51,61,5.18,123.7416667
3086,1.0,2006.0,7.0,11.0,19.0,1435.632793,59.1,42,59,51,61,5.14,123.825
3087,1.0,2006.0,7.0,11.0,20.0,1398.298088,59.1,42,59,51,61,5.1,123.9
3088,1.0,2006.0,7.0,11.0,21.0,1356.279548,59.1,42,59,51,61,5.06,123.975
3089,1.0,2006.0,7.0,11.0,22.0,1313.968753,59.2,42,59,51,61,5.02,124.05
3090,1.0,2006.0,7.0,11.0,23.0,1275.609823,59.4,42,59,51,61,4.98,124.1333333
3091,1.0,2006.0,7.0,11.0,24.0,1244.857022,59.7,42,60,51,61,4.94,124.2166667
3092,1.0,2006.0,7.0,12.0,1.0,1225.217152,59.2,42,60,50,61,4.89,124.3083333
3093,1.0,2006.0,7.0,12.0,2.0,1218.195158,58.9,43,60,48,61,4.84,124.3916667
3094,1.0,2006.0,7.0,12.0,3.0,1217.288567,58.9,43,60,48,61,4.79,124.475
3095,1.0,2006.0,7.0,12.0,4.0,1213.993045,59.2,43,61,43,61,4.73,124.5666667
3096,1.0,2006.0,7.0,12.0,5.0,1201.361104,59.5,42,61,41,62,4.67,124.65
3097,1.0,2006.0,7.0,12.0,6.0,1178.672607,60,42,62,39,60,4.62,124.7416667
3098,1.0,2006.0,7.0,12.0,7.0,1146.764262,60.6,42,62,32,59,4.56,124.825
3099,1.0,2006.0,7.0,12.0,8.0,1107.417108,61.3,44,62,29,57,4.51,124.9166667
3100,1.0,2006.0,7.0,12.0,9.0,1066.189518,62.8,47,63,28,55,4.46,125
3101,1.0,2006.0,7.0,12.0,10.0,1029.584203,67.4,50,66,21,54,4.42,125.0833333
3102,1.0,2006.0,7.0,12.0,11.0,1003.59915,73.5,62,72,21,51,4.38,125.1666667
3103,1.0,2006.0,7.0,12.0,12.0,992.2134611,79.8,91,86,28,49,4.34,125.25
3104,1.0,2006.0,7.0,12.0,13.0,995.5887004,86.2,107,92,27,50,4.3,125.325
3105,1.0,2006.0,7.0,12.0,14.0,1000.635155,89.5,112,95,26,45,4.27,125.4
3106,1.0,2006.0,7.0,12.0,15.0,990.9502939,91.7,115,95,24,39,4.24,125.4666667
3107,1.0,2006.0,7.0,12.0,16.0,957.4227731,93.5,118,95,23,26,4.22,125.525
3108,1.0,2006.0,7.0,12.0,17.0,920.1060007,95.5,120,97,22,24,4.21,125.5833333
3109,1.0,2006.0,7.0,12.0,18.0,906.3445727,97.2,122,96,22,23,4.21,125.6333333
3110,1.0,2006.0,7.0,12.0,19.0,941.8874633,101,145,94,21,22,4.25,125.6833333
3111,1.0,2006.0,7.0,12.0,20.0,1046.101159,104.6,154,94,21,21,4.37,125.725
3112,1.0,2006.0,7.0,12.0,21.0,1236.756525,105,157,91,21,21,4.6,125.7666667
3113,1.0,2006.0,7.0,12.0,22.0,1520.353654,102.7,157,84,19,20,5.02,125.8
3114,1.0,2006.0,7.0,12.0,23.0,1858.309549,102.1,160,77,19,21,5.66,125.825
3115,1.0,2006.0,7.0,12.0,24.0,2200.770442,102.2,158,73,18,20,6.3,125.8416667
3116,1.0,2006.0,7.0,13.0,1.0,2511.200044,103.9,161,78,18,26,6.66,125.8666667
3117,1.0,2006.0,7.0,13.0,2.0,2806.331985,105.3,165,91,18,27,6.89,125.8833333
3118,1.0,2006.0,7.0,13.0,3.0,3116.217372,103.6,173,87,19,44,7.22,125.9083333
3119,1.0,2006.0,7.0,13.0,4.0,3452.600134,102.6,176,86,19,53,7.78,125.9416667
3120,1.0,2006.0,7.0,13.0,5.0,3753.99548,101.7,207,87,19,54,8.3,125.9833333
3121,1.0,2006.0,7.0,13.0,6.0,3940.61144,101.7,213,86,20,55,8.56,126.0333333
3122,1.0,2006.0,7.0,13.0,7.0,3967.231759,101.9,206,86,20,55,8.63,126.0916667
3123,1.0,2006.0,7.0,13.0,8.0,3926.943038,102.7,207,85,20,54,8.62,126.1666667
3124,1.0,2006.0,7.0,13.0,9.0,3947.407595,103.2,207,85,20,55,8.59,126.2583333
3125,1.0,2006.0,7.0,13.0,10.0,4126.088131,104.8,227,84,22,57,8.58,126.3666667
3126,1.0,2006.0,7.0,13.0,11.0,4439.64889,104.6,228,83,22,59,8.76,126.4916667
3127,1.0,2006.0,7.0,13.0,12.0,4834.5545,103.7,229,82,25,59,9.17,126.6333333
3128,1.0,2006.0,7.0,13.0,13.0,5243.433493,103,228,81,25,59,9.68,126.7833333
3129,1.0,2006.0,7.0,13.0,14.0,5543.570004,102.6,227,81,25,59,10.04,126.95
3130,1.0,2006.0,7.0,13.0,15.0,5632.572322,102.3,241,81,25,60,10.12,127.125
3131,1.0,2006.0,7.0,13.0,16.0,5544.689743,103.6,241,81,25,60,10.05,127.3083333
3132,1.0,2006.0,7.0,13.0,17.0,5348.331817,106.6,241,88,25,60,9.88,127.5083333
3133,1.0,2006.0,7.0,13.0,18.0,5102.829996,108.3,241,88,32,61,9.78,127.725
3134,1.0,2006.0,7.0,13.0,19.0,4831.203347,108.9,241,88,32,69,9.45,127.9333333
3135,1.0,2006.0,7.0,13.0,20.0,4547.392841,109.2,241,88,32,74,9.17,128.1583333
3136,1.0,2006.0,7.0,13.0,21.0,4264.156381,109.5,241,88,32,74,8.88,128.3916667
3137,1.0,2006.0,7.0,13.0,22.0,3989.51959,109.4,241,88,31,74,8.62,128.625
3138,1.0,2006.0,7.0,13.0,23.0,3730.32502,109.4,241,88,29,73,8.4,128.8583333
3139,1.0,2006.0,7.0,13.0,24.0,3492.29881,109.5,241,88,28,73,8.19,129.0916667
3140,1.0,2006.0,7.0,14.0,1.0,3276.701446,109.8,241,88,25,73,7.97,129.325
3141,1.0,2006.0,7.0,14.0,2.0,3083.677002,109.8,241,88,16,72,7.74,129.5583333
3142,1.0,2006.0,7.0,14.0,3.0,2913.301703,109.8,241,88,18,72,7.52,129.7916667
3143,1.0,2006.0,7.0,14.0,4.0,2765.380394,109.8,241,88,18,72,7.35,130.0166667
3144,1.0,2006.0,7.0,14.0,5.0,2639.650075,109.8,241,88,18,71,7.22,130.225
3145,1.0,2006.0,7.0,14.0,6.0,2533.421938,109.8,241,88,18,67,7.07,130.425
3146,1.0,2006.0,7.0,14.0,7.0,2434.303935,109.9,241,87,18,62,6.91,130.625
3147,1.0,2006.0,7.0,14.0,8.0,2327.478212,109.9,241,87,18,62,6.74,130.8
3148,1.0,2006.0,7.0,14.0,9.0,2204.343678,109.8,241,87,18,59,6.57,130.9583333
3149,1.0,2006.0,7.0,14.0,10.0,2081.166295,109.6,241,87,17,59,6.43,131.1083333
3150,1.0,2006.0,7.0,14.0,11.0,1980.428786,109.3,242,86,17,59,6.29,131.2583333
3151,1.0,2006.0,7.0,14.0,12.0,1917.921884,109,242,86,17,59,6.16,131.4
3152,1.0,2006.0,7.0,14.0,13.0,1882.668349,109.6,242,85,17,58,6.04,131.525
3153,1.0,2006.0,7.0,14.0,14.0,1856.99895,109.7,242,85,17,58,5.92,131.6416667
3154,1.0,2006.0,7.0,14.0,15.0,1829.918822,110,242,85,17,57,5.82,131.75
3155,1.0,2006.0,7.0,14.0,16.0,1817.13056,111.2,242,84,17,56,5.72,131.85
3156,1.0,2006.0,7.0,14.0,17.0,1833.079388,111.9,252,81,16,55,5.63,131.95
3157,1.0,2006.0,7.0,14.0,18.0,1860.483572,111.8,252,82,16,56,5.53,132.0416667
3158,1.0,2006.0,7.0,14.0,19.0,1874.129638,111.6,257,68,16,50,5.46,132.1166667
3159,1.0,2006.0,7.0,14.0,20.0,1855.610625,111.9,254,66,15,49,5.4,132.1916667
3160,1.0,2006.0,7.0,14.0,21.0,1813.74562,107.7,254,63,15,33,5.33,132.2583333
3161,1.0,2006.0,7.0,14.0,22.0,1764.160221,102.1,242,63,15,31,5.26,132.3166667
3162,1.0,2006.0,7.0,14.0,23.0,1720.585244,96.4,213,66,15,31,5.19,132.35
3163,1.0,2006.0,7.0,14.0,24.0,1689.172367,93.6,197,63,13,37,5.17,132.375
3164,1.0,2006.0,7.0,15.0,1.0,1674.178489,92,192,66,13,45,5.15,132.4
3165,1.0,2006.0,7.0,15.0,2.0,1678.137501,92.3,190,76,10,45,5.15,132.4166667
