?�수?�상번호,???????�간,?�입???�역?�균강수,강우(A지??,강우(B지??,강우(C지??,강우(D지??,?�위(E지??,?�위(D지??,,,,
11,2010,9,13,20,1409.716596,116.2862,102,92,26,44,5.29,140.51875
11,2010,9,13,21,1357.158115,101.5298,75,90,25,41,5.2,140.5875
11,2010,9,13,22,1309.577091,88.0913,72,87,25,41,5.13,140.65
11,2010,9,13,23,1267.473483,83.459,72,77,22,39,5.05,140.70625
11,2010,9,13,24,1230.239437,78.4958,72,74,20,37,4.96,140.7625
11,2010,9,14,1,1196.779949,74.0498,72,73,18,33,4.9,140.8125
11,2010,9,14,2,1165.159236,71.2643,72,69,13,27,4.83,140.85625
11,2010,9,14,3,1132.846183,69.2553,72,67,8,26,4.78,140.89375
12,2010,9,18,21,301.6913601,0.0289,0,0,0,0,2.34,140.9375
12,2010,9,18,22,278.3598243,0.0289,0,0,0,0,2.33,140.93125
12,2010,9,18,23,242.223812,0.0507,0,0,0,0,2.32,140.925
12,2010,9,18,24,204.978261,0.0507,0,0,0,0,2.31,140.91875
12,2010,9,19,1,167.7090208,0.0507,0,0,0,0,2.3,140.9125
12,2010,9,19,2,131.1006829,0.0507,0,0,0,0,2.29,140.90625
12,2010,9,19,3,104.8418942,0.0507,0,0,0,0,2.27,140.9
12,2010,9,19,4,98.3065308,0.0507,0,0,0,0,2.27,140.9
12,2010,9,19,5,110.6053276,0.0507,0,0,0,0,2.29,140.9
12,2010,9,19,6,136.8881623,0.0507,0,0,0,0,2.29,140.9
12,2010,9,19,7,166.7246239,0.0507,0,0,0,0,2.29,140.9
12,2010,9,19,8,189.5659138,0.1042,0,0,0,0,2.28,140.9
12,2010,9,19,9,199.9699694,0.1165,0,0,0,0,2.27,140.9
12,2010,9,19,10,197.0247097,0.2923,0,1,0,0,2.27,140.9
12,2010,9,19,11,192.8312423,0.6466,0,2,0,1,2.26,140.9
12,2010,9,19,12,199.0757258,1.2338,0,2,0,1,2.26,140.9
12,2010,9,19,13,212.7713342,1.4513,1,2,0,1,2.25,140.89375
12,2010,9,19,14,227.0694427,1.7659,1,2,1,1,2.24,140.8875
12,2010,9,19,15,234.3472175,2.0609,1,2,1,1,2.24,140.88125
12,2010,9,19,16,231.8340333,3.0778,1,5,2,1,2.24,140.875
12,2010,9,19,17,236.9423085,4.3516,2,7,2,2,2.24,140.86875
12,2010,9,19,18,263.940521,6.5057,6,8,2,3,2.23,140.8625
12,2010,9,19,19,294.3383423,8.0713,9,8,3,3,2.23,140.85
12,2010,9,19,20,306.1141453,9.1477,13,8,5,4,2.23,140.84375
12,2010,9,19,21,295.8799164,9.6448,14,9,5,5,2.23,140.83125
12,2010,9,19,22,267.1514996,9.7604,14,10,6,5,2.22,140.81875
12,2010,9,19,23,232.4265555,10.1927,14,10,7,5,2.22,140.80625
12,2010,9,19,24,203.8975,11.4199,16,10,7,6,2.22,140.79375
12,2010,9,20,1,183.5539537,11.6751,20,10,8,6,2.22,140.78125
12,2010,9,20,2,170.8348384,11.9436,20,11,8,6,2.22,140.76875
12,2010,9,20,3,164.1767939,12.5636,20,16,8,6,2.22,140.75625
12,2010,9,20,4,158.0073324,13.0904,24,18,8,6,2.22,140.74375
12,2010,9,20,5,148.0155743,14.256,29,19,8,6,2.21,140.7375
12,2010,9,20,6,138.9461998,15.3776,33,19,8,6,2.21,140.73125
12,2010,9,20,7,136.0957743,17.1657,33,19,8,6,2.21,140.73125
12,2010,9,20,8,137.9128433,18.6926,35,20,8,8,2.21,140.73125
12,2010,9,20,9,142.1602686,19.7564,36,21,8,10,2.21,140.73125
12,2010,9,20,10,150.7061987,21.4715,37,21,10,13,2.22,140.73125
12,2010,9,20,11,164.648009,23.4376,43,21,10,17,2.22,140.7375
12,2010,9,20,12,177.8946988,24.0739,44,21,12,20,2.23,140.7375
12,2010,9,20,13,184.4548617,24.5029,45,22,14,20,2.23,140.74375
12,2010,9,20,14,185.9238465,24.7237,47,22,15,20,2.23,140.74375
12,2010,9,20,15,185.8927696,25.0672,48,22,15,20,2.24,140.74375
12,2010,9,20,16,188.3490639,25.2268,48,22,15,22,2.25,140.74375
12,2010,9,20,17,197.1979575,25.3673,48,22,16,22,2.27,140.74375
12,2010,9,20,18,215.6195423,25.5536,49,22,16,22,2.28,140.74375
12,2010,9,20,19,245.4062882,25.5536,49,22,16,22,2.3,140.74375
12,2010,9,20,20,283.525313,25.5536,49,22,17,22,2.32,140.7375
12,2010,9,20,21,322.9953121,25.5536,49,22,17,22,2.33,140.73125
12,2010,9,20,22,345.8666435,25.5536,49,22,17,22,2.34,140.725
12,2010,9,20,23,338.4603762,25.5536,49,22,17,22,2.36,140.7125
12,2010,9,20,24,315.1487598,25.6078,49,22,17,22,2.39,140.7
12,2010,9,21,1,293.4280564,25.6078,49,22,17,22,2.42,140.6875
12,2010,9,21,2,275.2393948,25.8087,49,23,17,22,2.47,140.66875
12,2010,9,21,3,257.6837034,26.1737,49,23,17,22,2.49,140.65625
12,2010,9,21,4,234.0562433,26.3721,49,24,17,22,2.51,140.64375
12,2010,9,21,5,201.1829625,26.4903,49,24,16,21,2.53,140.63125
12,2010,9,21,6,173.8182245,26.5321,50,24,16,21,2.55,140.625
12,2010,9,21,7,165.8743307,26.5321,50,24,15,21,2.55,140.61875
12,2010,9,21,8,169.9669175,26.5321,50,24,15,21,2.55,140.6125
12,2010,9,21,9,174.7810493,26.6462,50,24,15,21,2.54,140.60625
12,2010,9,21,10,174.5761644,26.9418,50,24,14,22,2.53,140.6
12,2010,9,21,11,165.0052952,27.7848,50,25,12,21,2.52,140.59375
12,2010,9,21,12,144.0787951,29.072,50,25,12,21,2.51,140.59375
12,2010,9,21,13,119.2363025,30.0096,54,25,11,21,2.5,140.59375
12,2010,9,21,14,100.6178939,30.3542,55,26,10,20,2.48,140.59375
12,2010,9,21,15,99.73611285,31.1363,57,27,10,19,2.47,140.59375
12,2010,9,21,16,133.4171302,31.3371,60,28,9,19,2.46,140.5875
12,2010,9,21,17,238.3691578,31.752,60,42,9,19,2.45,140.58125
12,2010,9,21,18,453.303083,35.6086,63,42,9,19,2.45,140.58125
12,2010,9,21,19,805.0584521,40.2861,68,58,9,19,2.44,140.575
12,2010,9,21,20,1308.964792,46.1535,72,81,9,19,2.43,140.56875
12,2010,9,21,21,1946.182891,56.5577,95,88,10,21,2.44,140.5625
12,2010,9,21,22,2690.576915,67.4371,103,96,10,23,2.49,140.55
12,2010,9,21,23,3520.993279,78.5503,108,103,10,44,2.81,140.5375
12,2010,9,21,24,4402.29643,94.5673,111,110,10,86,4.84,140.53125
12,2010,9,22,1,5238.440696,110.5123,121,124,8,144,7.13,140.525
12,2010,9,22,2,5928.227953,120.6385,130,138,23,170,8.51,140.525
12,2010,9,22,3,6410.760383,125.0153,133,138,46,179,9.5,140.53125
12,2010,9,22,4,6649.461979,125.2315,131,138,51,177,10.27,140.55
12,2010,9,22,5,6664.743659,123.7361,127,137,62,174,10.43,140.58125
12,2010,9,22,6,6494.54945,122.8283,126,136,67,171,10.43,140.625
12,2010,9,22,7,6189.96889,122.4309,126,136,67,171,10.27,140.68125
12,2010,9,22,8,5804.854979,122.4488,126,136,67,171,10.01,140.7625
12,2010,9,22,9,5390.969056,122.1725,124,136,67,171,9.69,140.85625
12,2010,9,22,10,4995.303187,120.9916,120,135,67,169,9.35,140.96875
12,2010,9,22,11,4647.864002,120.7443,120,130,66,169,8.98,141.09375
12,2010,9,22,12,4365.900508,120.5512,121,128,66,169,8.65,141.23125
12,2010,9,22,13,4132.616661,119.9435,117,127,66,169,8.33,141.38125
12,2010,9,22,14,3925.760092,119.4429,112,127,66,169,8.04,141.54375
12,2010,9,22,15,3735.298199,118.2773,108,127,66,169,7.77,141.71875
12,2010,9,22,16,3554.779362,117.168,108,126,67,169,7.52,141.89375
12,2010,9,22,17,3379.856113,115.4469,106,125,67,169,7.25,142.075
12,2010,9,22,18,3208.664151,113.939,105,125,67,169,6.98,142.25625
12,2010,9,22,19,3047.16769,112.9165,104,125,67,169,6.75,142.43125
12,2010,9,22,20,2901.532123,111.2209,98,125,67,169,6.53,142.6
12,2010,9,22,21,2770.899062,109.2743,97,124,67,169,6.32,142.7625
12,2010,9,22,22,2652.654169,108.6503,96,124,67,169,6.15,142.9125
12,2010,9,22,23,2544.230944,108.2213,94,124,67,169,6,143.05
12,2010,9,22,24,2443.254222,108.0005,93,124,67,169,5.85,143.175
12,2010,9,23,1,2348.25592,107.657,93,124,67,169,5.7,143.2875
12,2010,9,23,2,2261.204937,107.5387,93,124,67,169,5.57,143.38125
12,2010,9,23,3,2184.415318,107.4828,92,124,67,169,5.45,143.46875
12,2010,9,23,4,2118.144696,107.385,92,124,67,168,5.34,143.54375
12,2010,9,23,5,2061.597228,107.385,92,124,67,168,5.22,143.60625
12,2010,9,23,6,2011.819579,107.4092,92,124,67,167,5.13,143.6625
12,2010,9,23,7,1965.497846,107.4215,92,124,67,167,5.02,143.70625
12,2010,9,23,8,1920.033355,107.4215,92,124,67,167,4.93,143.74375
12,2010,9,23,9,1873.174934,107.4215,92,124,67,167,4.83,143.775
12,2010,9,23,10,1823.346184,107.3673,92,123,67,167,4.74,143.8
12,2010,9,23,11,1770.588016,107.3673,92,123,67,167,4.65,143.825
12,2010,9,23,12,1720.735819,107.1664,92,122,66,166,4.57,143.84375
12,2010,9,23,13,1679.203463,106.8093,92,122,66,166,4.51,143.85625
12,2010,9,23,14,1643.924262,106.6109,92,122,66,166,4.44,143.86875
12,2010,9,23,15,1611.744747,106.4927,91,122,66,164,4.38,143.88125
12,2010,9,23,16,1582.644876,106.4509,91,122,66,162,4.32,143.8875
12,2010,9,23,17,1556.684006,106.4509,91,122,51,141,4.26,143.89375
12,2010,9,23,18,1531.105672,106.4509,91,122,26,99,4.21,143.89375
12,2010,9,23,19,1503.512821,106.3412,91,121,19,41,4.16,143.8875
12,2010,9,23,20,1475.76187,106.0456,91,121,7,13,4.12,143.88125
12,2010,9,23,21,1449.896617,105.2026,91,121,2,2,4.08,143.875
12,2010,9,23,22,1424.456918,103.9154,87,120,2,1,4.03,143.86875
12,2010,9,23,23,1398.10859,102.9778,86,119,1,0,3.98,143.8625
12,2010,9,23,24,1373.525232,102.6332,84,118,1,0,3.94,143.85
12,2010,9,24,1,1353.968149,101.8511,81,104,1,0,3.9,143.8375
12,2010,9,24,2,1341.04169,101.6503,81,103,1,0,3.86,143.825
12,2010,9,24,3,1337.92791,101.2354,78,86,1,0,3.83,143.8125
13,2011,6,28,23,865.0187344,15.5865,22,3,0,0,3.63,133.7625
13,2011,6,28,24,839.8503725,11.7252,17,3,0,0,3.6,133.725
13,2011,6,29,1,811.6407732,7.5036,10,3,0,0,3.57,133.6875
13,2011,6,29,2,780.3067715,4.677,6,2,0,0,3.54,133.64375
13,2011,6,29,3,745.9859905,2.7427,3,2,0,0,3.51,133.60625
13,2011,6,29,4,709.2211345,2.1722,3,1,0,0,3.48,133.5625
13,2011,6,29,5,670.923729,2.9862,3,1,0,0,3.45,133.51875
13,2011,6,29,6,633.0755019,3.384,5,1,0,0,3.42,133.475
13,2011,6,29,7,597.9363128,3.3088,6,1,0,0,3.4,133.43125
13,2011,6,29,8,567.8083442,3.2049,6,1,0,0,3.37,133.38125
13,2011,6,29,9,544.8313466,3.0576,6,1,0,0,3.34,133.3375
13,2011,6,29,10,530.4530198,3.0219,6,1,0,0,3.32,133.29375
13,2011,6,29,11,525.5024952,2.9895,6,1,0,0,3.31,133.25625
13,2011,6,29,12,529.0266832,3.0084,6,0,0,0,3.28,133.2125
13,2011,6,29,13,540.0766278,2.9543,6,0,0,0,3.26,133.175
13,2011,6,29,14,559.5021284,2.8864,6,0,0,0,3.24,133.1375
13,2011,6,29,15,589.660505,3.8279,5,0,0,0,3.22,133.1
13,2011,6,29,16,636.9761772,4.0259,11,0,0,0,3.21,133.06875
13,2011,6,29,17,708.2744962,5.8864,11,0,0,0,3.19,133.0375
13,2011,6,29,18,809.0711337,7.2556,16,12,0,0,3.2,133.0125
13,2011,6,29,19,940.2999421,12.8442,16,13,1,0,3.18,132.99375
13,2011,6,29,20,1100.734289,20.134,34,13,1,5,3.17,132.98125
13,2011,6,29,21,1285.087426,20.8966,39,13,6,13,3.17,132.96875
13,2011,6,29,22,1486.077735,21.5497,39,13,14,14,3.17,132.9625
13,2011,6,29,23,1692.504253,25.4895,39,17,15,14,3.19,132.95625
13,2011,6,29,24,1892.340534,29.5935,53,31,15,14,3.28,132.95625
13,2011,6,30,1,2074.177553,36.9883,53,40,15,18,3.32,132.9625
13,2011,6,30,2,2230.359305,47.403,64,43,15,24,3.34,132.975
13,2011,6,30,3,2367.624449,50.9448,66,54,16,45,3.53,132.9875
13,2011,6,30,4,2495.537887,55.206,66,61,42,46,3.95,133.0125
13,2011,6,30,5,2620.574831,64.7157,69,72,61,53,4.5,133.05
13,2011,6,30,6,2746.779806,71.7088,69,73,68,71,4.98,133.09375
13,2011,6,30,7,2871.564266,76.1637,71,76,101,85,5.54,133.14375
13,2011,6,30,8,2990.809434,81.4074,84,76,102,90,6.07,133.2
13,2011,6,30,9,3100.908679,84.6888,120,76,102,91,6.42,133.2625
13,2011,6,30,10,3198.786259,86.2889,132,76,102,91,6.73,133.33125
13,2011,6,30,11,3283.172512,86.6755,138,76,102,91,6.93,133.40625
13,2011,6,30,12,3353.979365,86.9105,141,76,102,91,7.05,133.4875
13,2011,6,30,13,3411.087017,86.974,142,76,102,91,7.12,133.575
13,2011,6,30,14,3453.470013,86.974,142,76,102,91,7.2,133.66875
13,2011,6,30,15,3479.167275,86.974,142,76,102,91,7.35,133.76875
13,2011,6,30,16,3483.38086,86.974,142,76,102,91,7.6,133.88125
13,2011,6,30,17,3461.230507,87.0157,142,76,102,91,7.84,133.99375
13,2011,6,30,18,3410.343546,87.0157,142,76,102,91,7.94,134.10625
13,2011,6,30,19,3330.005403,87.0157,142,76,102,91,7.84,134.225
13,2011,6,30,20,3223.626285,87.0157,142,76,102,91,7.67,134.35
13,2011,6,30,21,3096.1988,87.0157,142,76,102,91,7.45,134.46875
13,2011,6,30,22,2954.920358,87.0157,142,76,102,91,7.22,134.5875
13,2011,6,30,23,2807.210546,87.0157,142,76,102,91,6.99,134.7125
13,2011,6,30,24,2659.172856,87.0157,142,76,102,91,6.78,134.8375
13,2011,7,1,1,2515.73808,87.035,142,76,102,91,6.58,134.9625
13,2011,7,1,2,2378.462306,87.2403,142,76,102,91,6.4,135.0875
13,2011,7,1,3,2248.135314,87.2596,142,76,102,91,6.24,135.20625
13,2011,7,1,4,2125.353841,87.2596,142,76,102,91,6.09,135.31875
13,2011,7,1,5,2008.781872,87.2596,142,76,102,91,5.94,135.43125
13,2011,7,1,6,1897.598848,87.2596,142,76,102,91,5.81,135.54375
13,2011,7,1,7,1795.05615,87.2596,142,76,102,91,5.68,135.65625
13,2011,7,1,8,1704.357775,87.2596,142,76,102,91,5.55,135.75625
13,2011,7,1,9,1624.446243,87.2986,142,76,102,91,5.44,135.85625
13,2011,7,1,10,1553.43857,87.2986,142,76,101,91,5.33,135.95
13,2011,7,1,11,1490.411226,87.2785,142,76,101,91,5.22,136.04375
13,2011,7,1,12,1434.758318,87.2785,142,76,96,91,5.14,136.125
13,2011,7,1,13,1386.185021,87.2467,142,76,88,91,5.04,136.20625
13,2011,7,1,14,1344.761581,87.2467,142,76,87,86,4.95,136.28125
13,2011,7,1,15,1311.707461,86.3564,140,76,87,78,4.87,136.34375
13,2011,7,1,16,1287.971189,85.8457,139,76,87,77,4.79,136.40625
13,2011,7,1,17,1272.268327,85.8239,139,76,87,77,4.72,136.4625
14,2011,7,2,23,650.4484063,0.3246,0,0,0,0,3.42,136.3875
14,2011,7,2,24,681.4088964,0.3246,0,0,0,0,3.39,136.34375
14,2011,7,3,1,706.4749497,0.5301,0,0,0,0,3.36,136.29375
14,2011,7,3,2,719.5710822,0.5301,0,0,0,0,3.34,136.25
14,2011,7,3,3,734.9705364,0.4884,0,0,0,0,3.32,136.2
14,2011,7,3,4,768.6988633,0.5178,0,0,0,0,3.3,136.15
14,2011,7,3,5,824.163848,0.5373,0,1,0,0,3.27,136.1
14,2011,7,3,6,904.3253095,2.4555,0,2,0,0,3.27,136.05
14,2011,7,3,7,1014.619383,8.4682,0,11,0,0,3.26,136.00625
14,2011,7,3,8,1167.50056,14.6656,2,24,2,5,3.25,135.95625
14,2011,7,3,9,1375.865353,23.5854,20,26,15,11,3.25,135.9125
14,2011,7,3,10,1647.359995,30.0721,27,34,17,17,3.28,135.8625
14,2011,7,3,11,1981.303431,36.4755,34,42,18,19,3.31,135.81875
14,2011,7,3,12,2348.955716,48.5934,41,45,19,26,3.52,135.775
14,2011,7,3,13,2722.208887,57.5747,66,64,46,44,3.73,135.7375
14,2011,7,3,14,3103.711855,66.8289,71,74,48,51,4.14,135.7
14,2011,7,3,15,3504.440514,74.5148,75,84,54,54,4.78,135.675
14,2011,7,3,16,3931.617631,85.2616,76,86,61,63,5.44,135.65625
14,2011,7,3,17,4376.773193,93.7454,98,88,70,79,6.05,135.65
14,2011,7,3,18,4827.179988,99.3057,106,89,77,85,7.17,135.65
14,2011,7,3,19,5268.774814,103.2974,110,125,79,89,7.6,135.66875
14,2011,7,3,20,5693.265237,112.8517,125,145,86,89,8.06,135.69375
14,2011,7,3,21,6116.777887,128.5719,150,147,86,90,8.51,135.7375
14,2011,7,3,22,6553.653372,134.6658,160,148,87,104,9.01,135.79375
14,2011,7,3,23,6982.631381,135.7463,164,148,88,109,9.92,135.8625
14,2011,7,3,24,7358.409702,135.962,165,148,89,109,10.43,135.95625
14,2011,7,4,1,7633.839471,136.0178,166,148,89,109,10.86,136.0625
14,2011,7,4,2,7770.536327,136.0718,166,148,89,109,11.22,136.1875
14,2011,7,4,3,7740.177514,136.0718,166,148,89,109,11.43,136.33125
14,2011,7,4,4,7545.922194,136.0718,166,148,89,109,11.43,136.49375
14,2011,7,4,5,7203.290118,136.0718,166,148,89,109,11.19,136.675
14,2011,7,4,6,6745.761492,136.0718,166,148,89,109,10.8,136.875
14,2011,7,4,7,6213.386504,136.0718,166,148,89,109,10.39,137.09375
14,2011,7,4,8,5654.534804,136.1737,166,148,89,109,9.88,137.31875
14,2011,7,4,9,5119.165811,136.2179,166,148,89,109,9.43,137.55
14,2011,7,4,10,4646.877807,136.2179,166,148,89,109,8.99,137.78125
14,2011,7,4,11,4243.176004,136.2179,166,148,90,109,8.64,138.0125
14,2011,7,4,12,3903.701922,136.2584,166,148,90,109,8.29,138.24375
14,2011,7,4,13,3618.245273,136.2905,166,148,90,109,7.98,138.46875
14,2011,7,4,14,3376.029576,136.2905,166,148,90,109,7.67,138.68125
14,2011,7,4,15,3169.865397,136.2905,166,148,90,109,7.42,138.8875
14,2011,7,4,16,2992.059263,136.3082,166,148,90,109,7.19,139.075
14,2011,7,4,17,2829.314508,136.3082,166,148,90,109,6.94,139.25
14,2011,7,4,18,2669.255794,136.3082,166,148,90,109,6.72,139.4125
14,2011,7,4,19,2510.570637,136.3082,166,148,90,109,6.55,139.55625
14,2011,7,4,20,2361.366084,136.3082,166,148,90,109,6.37,139.68125
14,2011,7,4,21,2230.13196,136.3082,166,148,90,109,6.18,139.7875
14,2011,7,4,22,2119.791783,136.3082,166,148,90,109,6.04,139.875
14,2011,7,4,23,2029.474555,136.3082,166,148,88,109,5.9,139.9375
14,2011,7,4,24,1948.697519,136.3082,166,148,75,109,5.78,139.9875
15,2011,7,7,8,480.2647315,0,0,0,0,0,3.12,135.13125
15,2011,7,7,9,469.6913817,0,0,0,0,0,3.1,135
15,2011,7,7,10,458.850277,0.0573,0,0,0,0,3.08,134.86875
15,2011,7,7,11,448.7810888,0.0744,0,0,0,0,3.06,134.73125
15,2011,7,7,12,440.4479589,0.0744,0,0,0,0,3.04,134.6
15,2011,7,7,13,434.7961463,0.0744,0,0,0,0,3.03,134.46875
15,2011,7,7,14,433.0592958,0.0744,0,1,0,0,3.02,134.34375
15,2011,7,7,15,437.6245947,0.308,0,2,0,0,3,134.225
15,2011,7,7,16,451.1676155,2.466,0,2,0,0,2.99,134.10625
15,2011,7,7,17,475.5818647,4.0197,0,2,1,1,2.98,133.99375
15,2011,7,7,18,509.6325826,4.1922,1,2,5,3,2.96,133.8875
15,2011,7,7,19,551.3029429,4.4379,1,3,7,3,2.95,133.78125
15,2011,7,7,20,599.5059315,5.1059,1,3,7,3,2.94,133.675
15,2011,7,7,21,656.8737816,7.0807,2,8,7,4,2.92,133.58125
15,2011,7,7,22,726.9685383,13.618,24,17,7,4,2.91,133.49375
15,2011,7,7,23,812.7140475,19.9401,39,17,7,5,2.92,133.40625
15,2011,7,7,24,914.4813574,23.8896,44,28,7,20,2.96,133.33125
15,2011,7,8,1,1032.003317,28.0144,47,37,17,23,3.03,133.2625
15,2011,7,8,2,1164.855358,38.2962,58,37,25,24,3.13,133.19375
15,2011,7,8,3,1311.983244,41.1734,58,48,25,47,3.25,133.1375
15,2011,7,8,4,1472.17532,47.3378,65,52,33,49,3.41,133.0875
15,2011,7,8,5,1644.219932,53.9736,72,59,34,56,3.84,133.04375
15,2011,7,8,6,1826.632997,59.6086,76,72,36,65,4.1,133
15,2011,7,8,7,2016.840709,69.5862,84,89,41,67,4.49,132.9625
15,2011,7,8,8,2211.996833,75.3921,89,91,41,81,4.98,132.93125
15,2011,7,8,9,2408.022127,78.2493,91,91,49,91,5.52,132.9
15,2011,7,8,10,2595.905317,78.9228,91,91,64,92,6,132.875
15,2011,7,8,11,2765.402124,78.9228,91,91,64,92,6.32,132.8625
15,2011,7,8,12,2907.239396,78.9399,91,91,64,92,6.6,132.85625
15,2011,7,8,13,3016.028493,78.9816,91,91,64,92,6.89,132.85625
15,2011,7,8,14,3087.351902,79.0358,91,93,64,92,7.1,132.85625
15,2011,7,8,15,3118.58409,79.86,91,94,64,92,7.24,132.86875
15,2011,7,8,16,3114.26743,80.9776,92,94,64,93,7.26,132.8875
15,2011,7,8,17,3080.736273,82.7292,92,94,68,94,7.17,132.9125
15,2011,7,8,18,3025.371408,83.5826,93,94,70,95,7.08,132.95
15,2011,7,8,19,2959.739375,84.2104,95,94,70,96,6.93,132.99375
15,2011,7,8,20,2896.453153,84.3706,95,94,72,97,6.79,133.04375
15,2011,7,8,21,2847.106556,84.4661,95,94,73,97,6.68,133.1
15,2011,7,8,22,2819.216753,84.495,95,94,73,98,6.48,133.15625
15,2011,7,8,23,2819.281745,84.7914,95,94,73,98,6.31,133.21875
15,2011,7,8,24,2853.799537,85.3223,95,94,73,98,6.16,133.2875
15,2011,7,9,1,2927.180289,86.5761,96,94,73,98,6.02,133.3625
15,2011,7,9,2,3035.482782,87.2227,104,94,73,98,5.88,133.4375
15,2011,7,9,3,3172.677954,90.6197,105,96,73,99,5.78,133.5125
15,2011,7,9,4,3332.445407,96.8443,111,96,73,100,5.67,133.59375
15,2011,7,9,5,3507.299412,101.2264,119,96,74,103,5.6,133.66875
15,2011,7,9,6,3689.462906,105.0809,125,96,77,106,5.53,133.75
15,2011,7,9,7,3871.885487,108.6779,140,100,83,108,5.52,133.83125
15,2011,7,9,8,4050.42341,115.8283,143,113,83,108,5.84,133.9125
15,2011,7,9,9,4221.659593,120.8046,148,120,79,113,6.45,133.99375
15,2011,7,9,10,4381.315109,131.328,152,128,81,121,7.01,134.08125
15,2011,7,9,11,4521.663661,139.8641,161,130,89,124,7.45,134.16875
15,2011,7,9,12,4634.117104,143.7483,171,130,109,135,7.88,134.25625
15,2011,7,9,13,4711.181563,144.512,171,130,121,136,8.2,134.35
15,2011,7,9,14,4749.740219,144.6157,171,130,121,136,8.38,134.45
15,2011,7,9,15,4747.770521,144.6157,171,130,121,135,8.51,134.55625
15,2011,7,9,16,4704.381269,144.6157,171,130,111,135,8.59,134.66875
15,2011,7,9,17,4623.206671,144.6334,171,130,103,134,8.63,134.78125
15,2011,7,9,18,4509.012291,144.6334,171,130,103,119,8.55,134.90625
15,2011,7,9,19,4366.563689,144.6334,171,130,95,116,8.46,135.0375
15,2011,7,9,20,4201.122091,144.5761,171,130,94,115,8.3,135.16875
15,2011,7,9,21,4019.931379,144.559,171,130,92,92,8.14,135.3125
15,2011,7,9,22,3830.731099,144.559,171,129,87,90,7.93,135.45625
15,2011,7,9,23,3640.396081,144.6099,171,128,87,83,7.73,135.6
15,2011,7,9,24,3452.342289,144.6317,171,128,79,74,7.51,135.75
15,2011,7,10,1,3269.120968,144.3981,171,128,64,72,7.29,135.9
15,2011,7,10,2,3093.247156,142.2401,171,128,64,58,7.07,136.04375
15,2011,7,10,3,2927.09105,140.6864,170,127,64,48,6.86,136.18125
15,2011,7,10,4,2772.986636,140.5139,170,127,64,47,6.7,136.31875
15,2011,7,10,5,2633.074204,140.3342,170,123,64,47,6.53,136.45
15,2011,7,10,6,2508.719264,140.9038,169,117,64,47,6.37,136.58125
15,2011,7,10,7,2401.093626,140.9291,147,119,64,47,6.25,136.7
15,2011,7,10,8,2311.003551,136.2255,132,109,65,54,6.14,136.8125
15,2011,7,10,9,2237.79309,131.0152,127,100,63,54,6.05,136.91875
15,2011,7,10,10,2180.440741,127.2575,126,100,63,53,5.92,137.01875
15,2011,7,10,11,2138.185208,123.4652,117,89,61,52,5.81,137.10625
15,2011,7,10,12,2111.306003,113.525,117,85,60,51,5.72,137.1875
15,2011,7,10,13,2100.34284,111.1649,110,79,60,50,5.63,137.25625
15,2011,7,10,14,2105.835435,105.4747,103,66,60,49,5.53,137.31875
15,2011,7,10,15,2127.426692,99.1352,99,49,61,50,5.46,137.375
15,2011,7,10,16,2161.172274,93.9195,91,47,63,49,5.39,137.41875
15,2011,7,10,17,2202.231032,84.4574,86,47,63,49,5.32,137.45625
15,2011,7,10,18,2245.798521,80.4924,84,52,63,49,5.27,137.4875
15,2011,7,10,19,2287.217107,81.1821,85,55,65,51,5.22,137.51875
15,2011,7,10,20,2321.86586,84.4167,89,60,68,56,5.2,137.54375
15,2011,7,10,21,2345.838736,88.4997,90,62,71,59,5.21,137.56875
15,2011,7,10,22,2358.08923,93.9858,91,61,71,64,5.25,137.5875
15,2011,7,10,23,2358.285722,96.1902,93,60,75,67,5.31,137.60625
15,2011,7,10,24,2346.537031,96.3284,94,60,82,66,5.38,137.61875
15,2011,7,11,1,2324.713714,95.5459,93,60,81,64,5.43,137.63125
15,2011,7,11,2,2295.126766,94.4283,93,60,73,64,5.43,137.6375
15,2011,7,11,3,2259.858401,92.8011,92,61,53,59,5.41,137.64375
15,2011,7,11,4,2220.075701,91.9818,90,61,41,51,5.4,137.65625
15,2011,7,11,5,2176.716967,91.6406,90,61,41,47,5.37,137.66875
15,2011,7,11,6,2130.551238,91.8685,91,61,41,34,5.34,137.68125
15,2011,7,11,7,2081.670504,92.2221,91,62,41,33,5.31,137.69375
15,2011,7,11,8,2029.997494,92.4902,92,62,42,34,5.27,137.70625
15,2011,7,11,9,1975.454936,92.6336,92,62,42,34,5.22,137.71875
15,2011,7,11,10,1918.54507,92.808,92,62,42,34,5.19,137.73125
15,2011,7,11,11,1862.088182,92.0921,85,60,42,35,5.14,137.74375
15,2011,7,11,12,1809.484069,91.8992,85,60,43,35,5.09,137.75625
15,2011,7,11,13,1763.494592,88.6206,80,60,43,35,5.04,137.7625
15,2011,7,11,14,1724.329869,82.396,73,60,43,35,4.99,137.76875
15,2011,7,11,15,1691.56208,78.0756,67,56,43,35,4.94,137.775
15,2011,7,11,16,1664.626081,74.2382,52,43,43,35,4.89,137.78125
15,2011,7,11,17,1642.407419,70.6412,49,36,43,35,4.84,137.7875
15,2011,7,11,18,1623.654318,63.5325,44,28,43,35,4.79,137.79375
15,2011,7,11,19,1607.570553,58.5562,40,31,43,35,4.75,137.8
